segment_id,vehicle,session_index,split
vehicle_001_session_00113,vehicle_001,113,train
vehicle_001_session_00114,vehicle_001,114,train
vehicle_001_session_00115,vehicle_001,115,train
vehicle_001_session_00116,vehicle_001,116,train
vehicle_001_session_00117,vehicle_001,117,train
vehicle_001_session_00118,vehicle_001,118,train
vehicle_001_session_00119,vehicle_001,119,train
vehicle_001_session_00120,vehicle_001,120,train
vehicle_001_session_00121,vehicle_001,121,train
vehicle_001_session_00122,vehicle_001,122,train
vehicle_001_session_00123,vehicle_001,123,train
vehicle_001_session_00124,vehicle_001,124,train
vehicle_001_session_00125,vehicle_001,125,train
vehicle_001_session_00126,vehicle_001,126,train
vehicle_001_session_00127,vehicle_001,127,train
vehicle_001_session_00128,vehicle_001,128,train
vehicle_001_session_00129,vehicle_001,129,train
vehicle_001_session_00130,vehicle_001,130,train
vehicle_001_session_00131,vehicle_001,131,train
vehicle_001_session_00132,vehicle_001,132,train
vehicle_001_session_00133,vehicle_001,133,train
vehicle_001_session_00134,vehicle_001,134,train
vehicle_001_session_00135,vehicle_001,135,train
vehicle_001_session_00136,vehicle_001,136,train
vehicle_001_session_00137,vehicle_001,137,train
vehicle_001_session_00138,vehicle_001,138,train
vehicle_001_session_00139,vehicle_001,139,train
vehicle_001_session_00140,vehicle_001,140,train
vehicle_001_session_00141,vehicle_001,141,train
vehicle_001_session_00142,vehicle_001,142,train
vehicle_001_session_00143,vehicle_001,143,train
vehicle_001_session_00144,vehicle_001,144,train
vehicle_001_session_00145,vehicle_001,145,train
vehicle_001_session_00146,vehicle_001,146,train
vehicle_001_session_00147,vehicle_001,147,train
vehicle_001_session_00148,vehicle_001,148,train
vehicle_001_session_00149,vehicle_001,149,train
vehicle_001_session_00150,vehicle_001,150,train
vehicle_001_session_00151,vehicle_001,151,train
vehicle_001_session_00152,vehicle_001,152,train
vehicle_001_session_00153,vehicle_001,153,train
vehicle_001_session_00154,vehicle_001,154,train
vehicle_001_session_00155,vehicle_001,155,train
vehicle_001_session_00156,vehicle_001,156,train
vehicle_001_session_00157,vehicle_001,157,train
vehicle_001_session_00158,vehicle_001,158,train
vehicle_001_session_00159,vehicle_001,159,train
vehicle_001_session_00160,vehicle_001,160,train
vehicle_001_session_00161,vehicle_001,161,train
vehicle_001_session_00162,vehicle_001,162,train
vehicle_001_session_00163,vehicle_001,163,train
vehicle_001_session_00164,vehicle_001,164,train
vehicle_001_session_00165,vehicle_001,165,train
vehicle_001_session_00166,vehicle_001,166,train
vehicle_001_session_00167,vehicle_001,167,train
vehicle_001_session_00168,vehicle_001,168,train
vehicle_001_session_00169,vehicle_001,169,train
vehicle_001_session_00170,vehicle_001,170,train
vehicle_001_session_00171,vehicle_001,171,train
vehicle_001_session_00172,vehicle_001,172,train
vehicle_001_session_00173,vehicle_001,173,train
vehicle_001_session_00174,vehicle_001,174,train
vehicle_001_session_00175,vehicle_001,175,train
vehicle_001_session_00176,vehicle_001,176,train
vehicle_001_session_00177,vehicle_001,177,train
vehicle_001_session_00178,vehicle_001,178,train
vehicle_001_session_00179,vehicle_001,179,train
vehicle_001_session_00180,vehicle_001,180,train
vehicle_001_session_00181,vehicle_001,181,train
vehicle_001_session_00182,vehicle_001,182,train
vehicle_001_session_00183,vehicle_001,183,train
vehicle_001_session_00184,vehicle_001,184,train
vehicle_001_session_00185,vehicle_001,185,train
vehicle_001_session_00186,vehicle_001,186,train
vehicle_001_session_00187,vehicle_001,187,train
vehicle_001_session_00188,vehicle_001,188,train
vehicle_001_session_00189,vehicle_001,189,train
vehicle_001_session_00190,vehicle_001,190,train
vehicle_001_session_00191,vehicle_001,191,train
vehicle_001_session_00192,vehicle_001,192,train
vehicle_001_session_00193,vehicle_001,193,train
vehicle_001_session_00194,vehicle_001,194,train
vehicle_001_session_00195,vehicle_001,195,train
vehicle_001_session_00196,vehicle_001,196,train
vehicle_001_session_00197,vehicle_001,197,train
vehicle_001_session_00198,vehicle_001,198,train
vehicle_001_session_00199,vehicle_001,199,train
vehicle_001_session_00200,vehicle_001,200,train
vehicle_001_session_00201,vehicle_001,201,train
vehicle_001_session_00202,vehicle_001,202,train
vehicle_001_session_00203,vehicle_001,203,train
vehicle_001_session_00204,vehicle_001,204,train
vehicle_001_session_00205,vehicle_001,205,train
vehicle_001_session_00206,vehicle_001,206,train
vehicle_001_session_00207,vehicle_001,207,train
vehicle_001_session_00208,vehicle_001,208,train
vehicle_001_session_00209,vehicle_001,209,train
vehicle_001_session_00210,vehicle_001,210,train
vehicle_001_session_00211,vehicle_001,211,train
vehicle_001_session_00212,vehicle_001,212,train
vehicle_001_session_00213,vehicle_001,213,train
vehicle_001_session_00214,vehicle_001,214,train
vehicle_001_session_00215,vehicle_001,215,train
vehicle_001_session_00216,vehicle_001,216,train
vehicle_001_session_00217,vehicle_001,217,train
vehicle_001_session_00218,vehicle_001,218,train
vehicle_001_session_00219,vehicle_001,219,train
vehicle_001_session_00220,vehicle_001,220,train
vehicle_001_session_00221,vehicle_001,221,train
vehicle_001_session_00222,vehicle_001,222,train
vehicle_001_session_00223,vehicle_001,223,train
vehicle_001_session_00224,vehicle_001,224,train
vehicle_001_session_00225,vehicle_001,225,train
vehicle_001_session_00226,vehicle_001,226,train
vehicle_001_session_00227,vehicle_001,227,train
vehicle_001_session_00228,vehicle_001,228,train
vehicle_001_session_00229,vehicle_001,229,train
vehicle_001_session_00230,vehicle_001,230,train
vehicle_001_session_00231,vehicle_001,231,train
vehicle_001_session_00232,vehicle_001,232,train
vehicle_001_session_00233,vehicle_001,233,train
vehicle_001_session_00234,vehicle_001,234,train
vehicle_001_session_00235,vehicle_001,235,train
vehicle_001_session_00236,vehicle_001,236,train
vehicle_001_session_00237,vehicle_001,237,train
vehicle_001_session_00238,vehicle_001,238,train
vehicle_001_session_00239,vehicle_001,239,train
vehicle_001_session_00240,vehicle_001,240,train
vehicle_001_session_00241,vehicle_001,241,train
vehicle_001_session_00242,vehicle_001,242,train
vehicle_001_session_00243,vehicle_001,243,train
vehicle_001_session_00244,vehicle_001,244,train
vehicle_001_session_00245,vehicle_001,245,train
vehicle_001_session_00246,vehicle_001,246,train
vehicle_001_session_00247,vehicle_001,247,train
vehicle_001_session_00248,vehicle_001,248,train
vehicle_001_session_00249,vehicle_001,249,train
vehicle_001_session_00250,vehicle_001,250,train
vehicle_001_session_00251,vehicle_001,251,train
vehicle_001_session_00252,vehicle_001,252,train
vehicle_001_session_00253,vehicle_001,253,train
vehicle_001_session_00254,vehicle_001,254,train
vehicle_001_session_00255,vehicle_001,255,train
vehicle_001_session_00256,vehicle_001,256,train
vehicle_001_session_00257,vehicle_001,257,train
vehicle_001_session_00258,vehicle_001,258,train
vehicle_001_session_00259,vehicle_001,259,train
vehicle_001_session_00260,vehicle_001,260,train
vehicle_001_session_00261,vehicle_001,261,train
vehicle_001_session_00262,vehicle_001,262,train
vehicle_001_session_00263,vehicle_001,263,train
vehicle_001_session_00264,vehicle_001,264,train
vehicle_001_session_00265,vehicle_001,265,train
vehicle_001_session_00266,vehicle_001,266,train
vehicle_001_session_00267,vehicle_001,267,train
vehicle_001_session_00268,vehicle_001,268,train
vehicle_001_session_00269,vehicle_001,269,train
vehicle_001_session_00270,vehicle_001,270,train
vehicle_001_session_00271,vehicle_001,271,train
vehicle_001_session_00272,vehicle_001,272,train
vehicle_001_session_00273,vehicle_001,273,train
vehicle_001_session_00274,vehicle_001,274,train
vehicle_001_session_00275,vehicle_001,275,train
vehicle_001_session_00276,vehicle_001,276,train
vehicle_001_session_00277,vehicle_001,277,train
vehicle_001_session_00278,vehicle_001,278,train
vehicle_001_session_00279,vehicle_001,279,train
vehicle_001_session_00280,vehicle_001,280,train
vehicle_001_session_00281,vehicle_001,281,train
vehicle_001_session_00282,vehicle_001,282,train
vehicle_001_session_00283,vehicle_001,283,train
vehicle_001_session_00284,vehicle_001,284,train
vehicle_001_session_00285,vehicle_001,285,train
vehicle_001_session_00286,vehicle_001,286,train
vehicle_001_session_00287,vehicle_001,287,train
vehicle_001_session_00288,vehicle_001,288,train
vehicle_001_session_00289,vehicle_001,289,train
vehicle_001_session_00290,vehicle_001,290,train
vehicle_001_session_00291,vehicle_001,291,train
vehicle_001_session_00292,vehicle_001,292,train
vehicle_001_session_00293,vehicle_001,293,train
vehicle_001_session_00294,vehicle_001,294,train
vehicle_001_session_00295,vehicle_001,295,train
vehicle_001_session_00296,vehicle_001,296,train
vehicle_001_session_00297,vehicle_001,297,train
vehicle_001_session_00298,vehicle_001,298,train
vehicle_001_session_00299,vehicle_001,299,train
vehicle_001_session_00300,vehicle_001,300,train
vehicle_001_session_00301,vehicle_001,301,train
vehicle_001_session_00302,vehicle_001,302,train
vehicle_001_session_00303,vehicle_001,303,train
vehicle_001_session_00304,vehicle_001,304,train
vehicle_001_session_00305,vehicle_001,305,train
vehicle_001_session_00306,vehicle_001,306,train
vehicle_001_session_00307,vehicle_001,307,train
vehicle_001_session_00308,vehicle_001,308,train
vehicle_001_session_00309,vehicle_001,309,train
vehicle_001_session_00310,vehicle_001,310,train
vehicle_001_session_00311,vehicle_001,311,train
vehicle_001_session_00312,vehicle_001,312,train
vehicle_001_session_00313,vehicle_001,313,train
vehicle_001_session_00314,vehicle_001,314,train
vehicle_001_session_00315,vehicle_001,315,train
vehicle_001_session_00316,vehicle_001,316,train
vehicle_001_session_00317,vehicle_001,317,train
vehicle_001_session_00318,vehicle_001,318,train
vehicle_001_session_00319,vehicle_001,319,train
vehicle_001_session_00320,vehicle_001,320,train
vehicle_001_session_00321,vehicle_001,321,train
vehicle_001_session_00322,vehicle_001,322,train
vehicle_001_session_00323,vehicle_001,323,train
vehicle_001_session_00324,vehicle_001,324,train
vehicle_001_session_00325,vehicle_001,325,train
vehicle_001_session_00326,vehicle_001,326,train
vehicle_001_session_00327,vehicle_001,327,train
vehicle_001_session_00328,vehicle_001,328,train
vehicle_001_session_00329,vehicle_001,329,train
vehicle_001_session_00330,vehicle_001,330,train
vehicle_001_session_00331,vehicle_001,331,train
vehicle_001_session_00332,vehicle_001,332,train
vehicle_001_session_00333,vehicle_001,333,train
vehicle_001_session_00334,vehicle_001,334,train
vehicle_001_session_00335,vehicle_001,335,train
vehicle_001_session_00336,vehicle_001,336,train
vehicle_001_session_00337,vehicle_001,337,train
vehicle_001_session_00338,vehicle_001,338,train
vehicle_001_session_00339,vehicle_001,339,train
vehicle_001_session_00340,vehicle_001,340,train
vehicle_001_session_00341,vehicle_001,341,train
vehicle_001_session_00342,vehicle_001,342,train
vehicle_001_session_00343,vehicle_001,343,train
vehicle_001_session_00344,vehicle_001,344,train
vehicle_001_session_00345,vehicle_001,345,train
vehicle_001_session_00346,vehicle_001,346,train
vehicle_001_session_00347,vehicle_001,347,train
vehicle_001_session_00348,vehicle_001,348,train
vehicle_001_session_00349,vehicle_001,349,train
vehicle_001_session_00350,vehicle_001,350,train
vehicle_001_session_00351,vehicle_001,351,train
vehicle_001_session_00352,vehicle_001,352,train
vehicle_001_session_00353,vehicle_001,353,train
vehicle_001_session_00354,vehicle_001,354,train
vehicle_001_session_00355,vehicle_001,355,train
vehicle_001_session_00356,vehicle_001,356,train
vehicle_001_session_00357,vehicle_001,357,train
vehicle_001_session_00358,vehicle_001,358,train
vehicle_001_session_00359,vehicle_001,359,train
vehicle_001_session_00360,vehicle_001,360,train
vehicle_001_session_00361,vehicle_001,361,train
vehicle_001_session_00362,vehicle_001,362,train
vehicle_001_session_00363,vehicle_001,363,train
vehicle_001_session_00364,vehicle_001,364,train
vehicle_001_session_00365,vehicle_001,365,train
vehicle_001_session_00366,vehicle_001,366,train
vehicle_001_session_00367,vehicle_001,367,train
vehicle_001_session_00368,vehicle_001,368,train
vehicle_001_session_00369,vehicle_001,369,train
vehicle_001_session_00370,vehicle_001,370,train
vehicle_001_session_00371,vehicle_001,371,train
vehicle_001_session_00372,vehicle_001,372,train
vehicle_001_session_00373,vehicle_001,373,train
vehicle_001_session_00374,vehicle_001,374,train
vehicle_001_session_00375,vehicle_001,375,train
vehicle_001_session_00376,vehicle_001,376,train
vehicle_001_session_00377,vehicle_001,377,train
vehicle_001_session_00378,vehicle_001,378,train
vehicle_001_session_00379,vehicle_001,379,train
vehicle_001_session_00380,vehicle_001,380,train
vehicle_001_session_00381,vehicle_001,381,train
vehicle_001_session_00382,vehicle_001,382,train
vehicle_001_session_00383,vehicle_001,383,train
vehicle_001_session_00384,vehicle_001,384,train
vehicle_001_session_00385,vehicle_001,385,train
vehicle_001_session_00386,vehicle_001,386,train
vehicle_001_session_00387,vehicle_001,387,train
vehicle_001_session_00388,vehicle_001,388,train
vehicle_001_session_00389,vehicle_001,389,train
vehicle_001_session_00390,vehicle_001,390,train
vehicle_001_session_00391,vehicle_001,391,train
vehicle_001_session_00392,vehicle_001,392,train
vehicle_001_session_00393,vehicle_001,393,train
vehicle_001_session_00394,vehicle_001,394,train
vehicle_001_session_00395,vehicle_001,395,train
vehicle_001_session_00396,vehicle_001,396,train
vehicle_001_session_00397,vehicle_001,397,train
vehicle_001_session_00398,vehicle_001,398,train
vehicle_001_session_00399,vehicle_001,399,train
vehicle_001_session_00400,vehicle_001,400,train
vehicle_001_session_00401,vehicle_001,401,train
vehicle_001_session_00402,vehicle_001,402,train
vehicle_001_session_00403,vehicle_001,403,train
vehicle_001_session_00404,vehicle_001,404,train
vehicle_001_session_00405,vehicle_001,405,train
vehicle_001_session_00406,vehicle_001,406,train
vehicle_001_session_00407,vehicle_001,407,train
vehicle_001_session_00408,vehicle_001,408,train
vehicle_001_session_00409,vehicle_001,409,train
vehicle_001_session_00410,vehicle_001,410,train
vehicle_001_session_00411,vehicle_001,411,train
vehicle_001_session_00412,vehicle_001,412,train
vehicle_001_session_00413,vehicle_001,413,train
vehicle_001_session_00414,vehicle_001,414,train
vehicle_001_session_00415,vehicle_001,415,train
vehicle_001_session_00416,vehicle_001,416,train
vehicle_001_session_00417,vehicle_001,417,train
vehicle_001_session_00418,vehicle_001,418,train
vehicle_001_session_00419,vehicle_001,419,train
vehicle_001_session_00420,vehicle_001,420,train
vehicle_001_session_00421,vehicle_001,421,train
vehicle_001_session_00422,vehicle_001,422,train
vehicle_001_session_00423,vehicle_001,423,train
vehicle_001_session_00424,vehicle_001,424,train
vehicle_001_session_00425,vehicle_001,425,train
vehicle_001_session_00426,vehicle_001,426,train
vehicle_001_session_00427,vehicle_001,427,train
vehicle_001_session_00428,vehicle_001,428,train
vehicle_001_session_00429,vehicle_001,429,train
vehicle_001_session_00430,vehicle_001,430,train
vehicle_001_session_00431,vehicle_001,431,train
vehicle_001_session_00432,vehicle_001,432,train
vehicle_001_session_00433,vehicle_001,433,train
vehicle_001_session_00434,vehicle_001,434,train
vehicle_001_session_00435,vehicle_001,435,train
vehicle_001_session_00436,vehicle_001,436,train
vehicle_001_session_00437,vehicle_001,437,train
vehicle_001_session_00438,vehicle_001,438,train
vehicle_001_session_00439,vehicle_001,439,train
vehicle_001_session_00440,vehicle_001,440,train
vehicle_001_session_00441,vehicle_001,441,train
vehicle_001_session_00442,vehicle_001,442,train
vehicle_001_session_00443,vehicle_001,443,train
vehicle_001_session_00444,vehicle_001,444,train
vehicle_001_session_00445,vehicle_001,445,train
vehicle_001_session_00446,vehicle_001,446,train
vehicle_001_session_00447,vehicle_001,447,train
vehicle_001_session_00448,vehicle_001,448,train
vehicle_001_session_00449,vehicle_001,449,train
vehicle_001_session_00450,vehicle_001,450,train
vehicle_001_session_00451,vehicle_001,451,train
vehicle_001_session_00452,vehicle_001,452,train
vehicle_001_session_00453,vehicle_001,453,train
vehicle_001_session_00454,vehicle_001,454,train
vehicle_001_session_00455,vehicle_001,455,train
vehicle_001_session_00456,vehicle_001,456,train
vehicle_001_session_00457,vehicle_001,457,train
vehicle_001_session_00458,vehicle_001,458,train
vehicle_001_session_00459,vehicle_001,459,train
vehicle_001_session_00460,vehicle_001,460,train
vehicle_001_session_00461,vehicle_001,461,train
vehicle_001_session_00462,vehicle_001,462,train
vehicle_001_session_00463,vehicle_001,463,train
vehicle_001_session_00464,vehicle_001,464,train
vehicle_001_session_00465,vehicle_001,465,train
vehicle_001_session_00466,vehicle_001,466,train
vehicle_001_session_00467,vehicle_001,467,train
vehicle_001_session_00468,vehicle_001,468,train
vehicle_001_session_00469,vehicle_001,469,train
vehicle_001_session_00470,vehicle_001,470,train
vehicle_001_session_00471,vehicle_001,471,train
vehicle_001_session_00472,vehicle_001,472,train
vehicle_001_session_00473,vehicle_001,473,train
vehicle_001_session_00474,vehicle_001,474,train
vehicle_001_session_00475,vehicle_001,475,train
vehicle_001_session_00476,vehicle_001,476,train
vehicle_001_session_00477,vehicle_001,477,train
vehicle_001_session_00478,vehicle_001,478,train
vehicle_001_session_00479,vehicle_001,479,train
vehicle_001_session_00480,vehicle_001,480,train
vehicle_001_session_00481,vehicle_001,481,train
vehicle_001_session_00482,vehicle_001,482,train
vehicle_001_session_00483,vehicle_001,483,train
vehicle_001_session_00484,vehicle_001,484,train
vehicle_001_session_00485,vehicle_001,485,train
vehicle_001_session_00486,vehicle_001,486,train
vehicle_001_session_00487,vehicle_001,487,train
vehicle_001_session_00488,vehicle_001,488,train
vehicle_001_session_00489,vehicle_001,489,train
vehicle_001_session_00490,vehicle_001,490,train
vehicle_001_session_00491,vehicle_001,491,train
vehicle_001_session_00492,vehicle_001,492,train
vehicle_001_session_00493,vehicle_001,493,train
vehicle_001_session_00494,vehicle_001,494,train
vehicle_001_session_00495,vehicle_001,495,train
vehicle_001_session_00496,vehicle_001,496,train
vehicle_001_session_00497,vehicle_001,497,train
vehicle_001_session_00498,vehicle_001,498,train
vehicle_001_session_00499,vehicle_001,499,train
vehicle_001_session_00500,vehicle_001,500,train
vehicle_001_session_00501,vehicle_001,501,train
vehicle_001_session_00502,vehicle_001,502,train
vehicle_001_session_00503,vehicle_001,503,train
vehicle_001_session_00504,vehicle_001,504,train
vehicle_001_session_00505,vehicle_001,505,train
vehicle_001_session_00506,vehicle_001,506,train
vehicle_001_session_00507,vehicle_001,507,train
vehicle_001_session_00508,vehicle_001,508,train
vehicle_001_session_00509,vehicle_001,509,train
vehicle_001_session_00510,vehicle_001,510,train
vehicle_001_session_00511,vehicle_001,511,train
vehicle_001_session_00512,vehicle_001,512,train
vehicle_001_session_00513,vehicle_001,513,train
vehicle_001_session_00514,vehicle_001,514,train
vehicle_001_session_00515,vehicle_001,515,train
vehicle_001_session_00516,vehicle_001,516,train
vehicle_001_session_00517,vehicle_001,517,train
vehicle_001_session_00518,vehicle_001,518,train
vehicle_001_session_00519,vehicle_001,519,train
vehicle_001_session_00520,vehicle_001,520,train
vehicle_001_session_00521,vehicle_001,521,train
vehicle_001_session_00522,vehicle_001,522,train
vehicle_001_session_00523,vehicle_001,523,train
vehicle_001_session_00524,vehicle_001,524,train
vehicle_001_session_00525,vehicle_001,525,train
vehicle_001_session_00526,vehicle_001,526,train
vehicle_001_session_00527,vehicle_001,527,train
vehicle_001_session_00528,vehicle_001,528,train
vehicle_001_session_00529,vehicle_001,529,train
vehicle_001_session_00530,vehicle_001,530,train
vehicle_001_session_00531,vehicle_001,531,train
vehicle_001_session_00532,vehicle_001,532,train
vehicle_001_session_00533,vehicle_001,533,train
vehicle_001_session_00534,vehicle_001,534,train
vehicle_001_session_00535,vehicle_001,535,train
vehicle_001_session_00536,vehicle_001,536,train
vehicle_001_session_00537,vehicle_001,537,train
vehicle_001_session_00538,vehicle_001,538,train
vehicle_001_session_00539,vehicle_001,539,train
vehicle_001_session_00540,vehicle_001,540,train
vehicle_001_session_00541,vehicle_001,541,train
vehicle_001_session_00542,vehicle_001,542,train
vehicle_001_session_00543,vehicle_001,543,train
vehicle_001_session_00544,vehicle_001,544,train
vehicle_001_session_00545,vehicle_001,545,train
vehicle_001_session_00546,vehicle_001,546,train
vehicle_001_session_00547,vehicle_001,547,train
vehicle_001_session_00548,vehicle_001,548,train
vehicle_001_session_00549,vehicle_001,549,train
vehicle_001_session_00550,vehicle_001,550,train
vehicle_001_session_00551,vehicle_001,551,train
vehicle_001_session_00552,vehicle_001,552,train
vehicle_001_session_00553,vehicle_001,553,train
vehicle_001_session_00554,vehicle_001,554,train
vehicle_001_session_00555,vehicle_001,555,train
vehicle_001_session_00556,vehicle_001,556,train
vehicle_001_session_00557,vehicle_001,557,train
vehicle_001_session_00558,vehicle_001,558,train
vehicle_001_session_00559,vehicle_001,559,train
vehicle_001_session_00560,vehicle_001,560,train
vehicle_001_session_00561,vehicle_001,561,train
vehicle_001_session_00562,vehicle_001,562,train
vehicle_001_session_00563,vehicle_001,563,train
vehicle_001_session_00564,vehicle_001,564,train
vehicle_001_session_00565,vehicle_001,565,train
vehicle_001_session_00566,vehicle_001,566,train
vehicle_001_session_00567,vehicle_001,567,train
vehicle_001_session_00568,vehicle_001,568,train
vehicle_001_session_00569,vehicle_001,569,train
vehicle_001_session_00570,vehicle_001,570,train
vehicle_001_session_00571,vehicle_001,571,train
vehicle_001_session_00572,vehicle_001,572,train
vehicle_001_session_00573,vehicle_001,573,train
vehicle_001_session_00574,vehicle_001,574,train
vehicle_001_session_00575,vehicle_001,575,train
vehicle_001_session_00576,vehicle_001,576,train
vehicle_001_session_00577,vehicle_001,577,train
vehicle_001_session_00578,vehicle_001,578,train
vehicle_001_session_00579,vehicle_001,579,train
vehicle_001_session_00580,vehicle_001,580,train
vehicle_001_session_00581,vehicle_001,581,train
vehicle_001_session_00582,vehicle_001,582,train
vehicle_001_session_00583,vehicle_001,583,train
vehicle_001_session_00584,vehicle_001,584,train
vehicle_001_session_00585,vehicle_001,585,train
vehicle_001_session_00586,vehicle_001,586,train
vehicle_001_session_00587,vehicle_001,587,train
vehicle_001_session_00588,vehicle_001,588,train
vehicle_001_session_00589,vehicle_001,589,train
vehicle_001_session_00590,vehicle_001,590,train
vehicle_001_session_00591,vehicle_001,591,train
vehicle_001_session_00592,vehicle_001,592,train
vehicle_001_session_00593,vehicle_001,593,train
vehicle_001_session_00594,vehicle_001,594,train
vehicle_001_session_00595,vehicle_001,595,train
vehicle_001_session_00596,vehicle_001,596,train
vehicle_001_session_00597,vehicle_001,597,train
vehicle_001_session_00598,vehicle_001,598,train
vehicle_001_session_00599,vehicle_001,599,train
vehicle_001_session_00600,vehicle_001,600,train
vehicle_001_session_00601,vehicle_001,601,train
vehicle_001_session_00602,vehicle_001,602,train
vehicle_001_session_00603,vehicle_001,603,train
vehicle_001_session_00604,vehicle_001,604,train
vehicle_001_session_00605,vehicle_001,605,train
vehicle_001_session_00606,vehicle_001,606,train
vehicle_001_session_00607,vehicle_001,607,train
