battery_id,cycle,shap__cycle,shap__voltage_60s_v,shap__voltage_120s_v,shap__voltage_300s_v,shap__voltage_600s_v,shap__voltage_mean_v,shap__voltage_slope_v_per_s,shap__current_mean_a,shap__current_std_a,shap__temperature_mean_c,shap__temperature_rise_c,shap__ambient_temperature_c,base_value_soh_pct,predicted_soh_pct,additivity_error_pp
B0018,13,2.472471,0.03318885,0.050516922,0.17943949,2.2497609,0.12949087,7.8364367,0.3991206,-0.020689676,-0.07390716,0.10779518,0.0,79.38919,92.752785,3.0517578e-05
B0018,14,2.532152,0.030899474,0.050516922,0.15797424,2.1366487,0.10969753,7.871163,0.38530624,0.010849445,-0.07830082,0.1119604,0.0,79.38919,92.70803,2.2888184e-05
B0018,15,2.4405491,0.009082529,0.050531544,0.17099918,2.356872,0.1216437,7.4429746,0.41885576,0.010949259,-0.039231464,0.10848439,0.0,79.38919,92.480896,7.6293945e-06
B0018,16,2.4538941,0.014579285,0.05020685,0.17571783,2.3455179,0.1216437,7.6084423,0.42214113,0.011731415,-0.03759779,0.110464156,0.0,79.38919,92.6659,3.0517578e-05
B0018,17,2.4305308,0.010143293,0.05053959,0.17374453,2.3583243,0.12745672,7.3726153,0.42350385,0.0045568477,-0.00216289,0.111862816,0.0,79.38919,92.45031,7.6293945e-06
B0018,18,2.4352918,0.01262321,0.04698199,0.1572449,2.102753,0.10665322,7.2672243,0.39294067,0.0040712543,-0.03034151,0.1022425,0.0,79.38919,91.98687,7.6293945e-06
B0018,19,2.459976,0.011411698,0.04685597,0.14929706,1.9756473,0.086859874,7.236417,0.39294067,-0.003866709,-0.031715177,0.090281494,0.0,79.38919,91.80329,0.0
B0018,20,2.4564266,0.011648169,0.047169402,0.15001546,1.3680177,0.086859874,7.0653996,0.37122878,-0.00537831,-0.015683854,0.071394786,0.0,79.38919,90.99626,3.0517578e-05
B0018,21,2.4646554,0.011651798,0.047169402,0.14692424,1.3670275,0.07701323,7.0712595,0.37122878,0.0030849525,-0.01606543,0.07501802,0.0,79.38919,91.00813,2.2888184e-05
B0018,22,2.5014615,0.0129577285,0.040814012,0.0849636,1.1309093,0.043116238,6.6949887,0.37537014,0.003250946,-0.009874147,0.07510992,0.0,79.38919,90.34224,1.5258789e-05
B0018,23,2.4512477,0.011390001,0.038856808,0.100171976,1.3355483,0.044717766,6.7608895,0.37561032,-0.005474622,-0.010053597,0.071134135,0.0,79.38919,90.56321,2.2888184e-05
B0018,24,2.4582782,0.012954099,0.040814012,0.0849636,1.2690403,0.041840695,6.7638736,0.37537014,-0.0038849483,-0.009874147,0.07241777,0.0,79.38919,90.494965,1.5258789e-05
B0018,25,2.2952638,0.011651798,0.044967014,0.14982821,1.3509939,0.08541394,7.0848675,0.36711937,0.0027809134,-0.01606543,0.047592662,0.0,79.38919,90.813576,3.0517578e-05
B0018,26,2.0688436,0.013944798,0.045113534,0.14982821,1.932586,0.08541394,7.2032957,0.35712686,0.0005469824,-0.032077238,0.055124916,0.0,79.38919,91.26891,2.2888184e-05
B0018,27,2.0497534,0.013944798,0.04504725,0.14982821,2.0596695,0.10055327,7.2426953,0.35712686,0.0005388259,-0.030836938,0.06313779,0.0,79.38919,91.44062,3.0517578e-05
B0018,28,2.069605,0.011055956,0.03666896,0.14162314,1.9045392,0.07390807,6.867445,0.35712686,0.00041110846,-0.030779442,0.053628664,0.0,79.38919,90.8744,2.2888184e-05
B0018,29,2.0587978,0.009848074,0.03654294,0.13856229,1.289183,0.06406142,6.737672,0.33436576,0.0008994005,-0.016503362,0.03495914,0.0,79.38919,90.07754,3.8146973e-05
B0018,30,2.0592349,0.008762955,0.03670021,0.13018963,1.2842302,0.06406142,6.5999966,0.33436576,0.00041926498,-0.016445868,0.0359134,0.0,79.38919,89.92658,3.8146973e-05
B0018,31,2.0544348,0.0114121735,0.038611624,0.13021997,1.0952046,0.06406142,6.535095,0.3343163,0.0005469824,-0.015942333,0.037107214,0.0,79.38919,89.67422,3.8146973e-05
B0018,32,2.0131776,0.011408544,0.038644765,0.13021997,1.2645669,0.06406142,5.8555727,0.3343163,-0.0007348729,-0.014602612,0.035963055,0.0,79.38919,89.12175,3.0517578e-05
B0018,33,1.9797024,0.011626373,0.03869055,0.121477604,1.2388216,0.04192968,5.87777,0.33316913,0.00052415783,-0.007099362,0.035698783,0.0,79.38919,89.06147,3.0517578e-05
B0018,34,1.7085797,0.01455466,0.03869055,-0.06501813,0.8950834,-0.00060373906,5.648984,0.29652575,0.0010526106,-0.007939686,0.035769537,0.0,79.38919,87.95484,3.0517578e-05
B0018,35,1.4923391,0.0129577285,0.038611624,0.065590106,0.84854126,0.013133407,5.3740196,0.2927673,0.00044733591,-0.010142048,0.035769537,0.0,79.38919,87.55319,3.0517578e-05
B0018,36,1.351542,0.01455466,0.03865741,-0.07568047,0.8024132,-0.012017373,5.2333136,0.29652575,0.0014417942,-0.0092794085,0.035769537,0.0,79.38919,87.0664,3.0517578e-05
B0018,37,0.9996562,0.015639776,0.039727546,-0.08263067,0.8024132,-0.064215116,5.1017985,0.3009086,0.00044733591,-0.009336904,0.035769537,0.0,79.38919,86.529335,3.0517578e-05
B0018,38,0.7180735,0.015636146,0.035555203,-0.07410429,0.7365178,-0.012017373,4.811279,0.302434,-0.00074282964,-0.009336904,0.035579637,0.0,79.38919,85.94803,3.8146973e-05
B0018,39,0.77714956,0.015639776,0.041557312,-0.086366326,-0.013441728,-0.064215116,5.2060633,0.3209805,0.00044733591,-0.009770255,0.021346316,0.0,79.38919,85.59856,2.2888184e-05
B0018,40,0.4801307,0.022597183,0.038611624,0.09146675,0.74780625,0.044717766,5.5054474,0.28209078,-0.00074282964,-0.010142048,0.034316123,0.0,79.38919,86.62545,3.8146973e-05
B0018,41,0.3860003,0.025474276,0.038611624,-0.07568047,0.7266707,-0.012017373,5.1206837,0.27274403,-0.00074282964,-0.009336904,0.035579637,0.0,79.38919,85.89713,4.5776367e-05
B0018,42,0.3623129,0.025474276,0.038611624,-0.07568047,0.7266707,-0.012017373,5.034017,0.27274403,-0.00074282964,-0.009336904,0.035579637,0.0,79.38919,85.78678,4.5776367e-05
B0018,43,0.4320406,0.024392786,0.041603096,-0.08479606,-0.07231032,-0.064215116,4.9201612,0.30310714,0.0010279588,-0.0097127585,0.021346316,0.0,79.38919,84.90181,2.2888184e-05
B0018,44,0.5056573,0.01613266,0.04572447,-0.10330335,-0.41178787,-0.06259389,4.7194653,0.29911676,0.00044733591,-0.008952577,0.021376666,0.0,79.38919,84.41045,2.2888184e-05
B0018,45,0.708543,0.01613266,0.061244667,-0.093544506,-1.3451035,-0.0617231,4.7053585,0.30327564,0.00044733591,-0.008952577,0.021376666,0.0,79.38919,83.69623,1.5258789e-05
B0018,46,0.33513257,0.022234984,0.04708149,0.14987262,1.0802599,0.073451646,6.6913166,0.26175067,0.0013048333,-0.0065694153,0.061193578,0.0,79.38919,88.10616,5.340576e-05
B0018,47,0.3281634,0.02224528,0.036800947,0.133023,1.1326618,0.07895998,6.2167525,0.26180008,0.00071653887,-0.007112064,0.05921648,0.0,79.38919,87.65237,5.340576e-05
B0018,48,0.3983269,0.02272426,0.038803928,0.14437953,0.94533855,0.08042978,5.2583313,0.26175067,0.0013257707,-0.0064935395,0.060410302,0.0,79.38919,86.59447,5.340576e-05
B0018,49,0.4018912,0.02380575,0.038611624,0.14405434,0.7344896,0.07058312,5.1146426,0.26276916,-0.0005585423,-0.00645688,0.036385916,0.0,79.38919,86.20936,5.340576e-05
B0018,50,0.4116165,0.021730578,0.040487178,0.11427448,0.36473757,0.031360928,4.8577952,0.28254032,0.00040017758,-0.008133948,0.05843978,0.0,79.38919,85.5644,3.8146973e-05
B0018,51,0.21990521,0.020636845,0.038737644,0.144024,0.7344896,0.07058312,5.068493,0.26276916,0.00022824682,-0.00508321,0.03823798,0.0,79.38919,85.98216,5.340576e-05
B0018,52,-0.15514016,0.020065267,0.04285771,0.12201598,0.6713211,0.054288983,4.486706,0.26544702,0.0013504225,-0.004732738,0.06109381,0.0,79.38919,84.954445,2.2888184e-05
B0018,53,-0.5845713,0.023845013,0.044687476,0.060514502,-0.42032245,-0.029990993,4.0713677,0.29020175,0.0015260675,-0.0070432806,-0.0067750365,0.0,79.38919,82.832634,7.6293945e-06
B0018,54,-0.675462,0.023845013,0.049030546,0.0037606298,-0.8327272,-0.06327957,3.7610772,0.29231203,0.00040017758,-0.008383002,-0.0067750365,0.0,79.38919,81.93301,1.5258789e-05
B0018,55,-0.50344586,0.024306135,0.06624398,0.005090545,-1.4050459,-0.08131795,3.6159325,0.29250023,0.00040017758,-0.0073288055,0.04924487,0.0,79.38919,81.44579,2.2888184e-05
B0018,56,-0.8177978,0.02097089,0.038611624,0.064582676,0.7245859,0.010757944,5.114586,0.26900813,-0.0005746556,-0.0077580935,0.06442035,0.0,79.38919,84.87056,2.2888184e-05
B0018,57,-1.0867293,0.021150386,0.042811926,0.09425136,0.5806451,0.022272356,4.163295,0.26544702,0.00074119057,-0.0047902334,0.06109381,0.0,79.38919,83.54938,0.0
B0018,58,-1.1052445,0.024306135,0.044687476,0.043893404,-0.5059424,-0.042722892,3.7748358,0.29020175,0.0013343091,-0.005989084,0.04924487,0.0,79.38919,81.95782,2.2888184e-05
B0018,59,-0.42072022,0.030213246,0.07005448,0.030784987,-1.545214,-0.076020226,2.7488751,0.2964912,0.00070042553,-0.022371495,0.046053734,0.0,79.38919,80.548065,3.0517578e-05
B0018,60,-0.13066475,0.024732718,0.07010026,0.0028877677,-1.497428,-0.052521694,2.0225656,0.29958174,0.00040017758,-0.022313999,0.048292678,0.0,79.38919,80.15486,3.8146973e-05
B0018,61,0.054764718,0.033150654,0.07010026,0.045730524,-1.2850093,-0.004924189,0.8683381,0.3013807,0.00040017758,-0.022313999,0.044019442,0.0,79.38919,79.49487,4.5776367e-05
B0018,62,-0.005696163,0.038656257,0.07005448,0.045548163,-1.3026756,-0.004924189,0.866347,0.3013807,-0.0006527278,-0.022371495,0.043330718,0.0,79.38919,79.418236,4.5776367e-05
B0018,63,0.1841182,0.026689878,0.1072519,0.049896006,-1.1366485,-0.04134501,-0.6706348,0.31393254,0.0013096575,-0.021496322,0.04236118,0.0,79.38919,78.244675,4.5776367e-05
B0018,64,0.18976492,0.030787148,0.021727463,0.05763871,-1.1029105,-0.08011628,-0.86345536,0.31891978,0.0013096575,-0.0215697,0.043070484,0.0,79.38919,77.98442,6.1035156e-05
B0018,65,0.2486144,0.027582668,0.024108693,0.062905,-1.4354737,-0.10712898,-0.86852187,0.3285248,0.00040017758,-0.02207135,0.06207634,0.0,79.38919,77.71026,5.340576e-05
B0018,66,0.23683693,0.043740183,0.02406291,0.06293057,-1.4311638,-0.10712898,-1.1965387,0.33531377,0.00031519917,-0.022128846,0.05890168,0.0,79.38919,77.394394,6.1035156e-05
B0018,67,0.24827188,0.032333687,0.024108693,0.06272263,-1.4421604,-0.10712898,-1.1956924,0.33531377,0.0013096575,-0.02207135,0.06489858,0.0,79.38919,77.39117,6.866455e-05
B0018,68,-0.03184952,-0.0016952158,0.010722088,-0.012234457,-1.4842689,-0.105138004,-1.6398333,0.33531377,0.00031519917,-0.022128846,0.06497255,0.0,79.38919,76.503426,6.1035156e-05
B0018,69,-0.031663485,-0.0016952158,0.010722088,-0.012234457,-1.4842689,-0.105138004,-2.0113394,0.33531377,0.00070042553,-0.022128846,0.06489858,0.0,79.38919,76.13241,5.340576e-05
B0018,70,-0.016270068,-0.022263948,0.0107678715,-0.020244721,-1.4803494,-0.105138004,-2.0105908,0.33531377,0.0013096575,-0.024255816,0.06497255,0.0,79.38919,76.12249,4.5776367e-05
B0018,71,-0.09370283,0.022495572,0.024108693,0.08296741,-1.4550393,-0.12574537,-1.1962283,0.33531377,0.0015014157,-0.02207135,0.05890168,0.0,79.38919,77.02175,6.1035156e-05
B0018,72,-0.103101924,0.03390207,0.02406291,0.08299297,-1.4614147,-0.12574537,-1.1965537,0.33531377,0.00070042553,-0.022128846,0.06207634,0.0,79.38919,77.019356,6.1035156e-05
B0018,73,-0.03256,-0.0052922927,0.010801013,-0.012234457,-1.4801561,-0.105138004,-2.0123596,0.33531377,0.0013343091,-0.02073163,0.06418927,0.0,79.38919,76.13241,5.340576e-05
B0018,74,-0.03590113,-0.0027803343,0.0107678715,-0.012234457,-1.4870844,-0.105138004,-2.5547183,0.33531377,0.0013096575,-0.02207135,0.06489858,0.0,79.38919,75.581604,5.340576e-05
B0018,75,-0.0471286,-0.00728993,0.010722088,-0.020244721,-1.5446482,-0.105138004,-2.5543482,0.33531377,0.00031519917,-0.024313312,0.06418927,0.0,79.38919,75.49667,5.340576e-05
B0018,76,-0.030449972,-0.00728993,0.010722088,-0.020244721,-1.4870844,-0.105138004,-2.554283,0.33531377,0.00031519917,-0.024313312,0.06489858,0.0,79.38919,75.571686,4.5776367e-05
B0018,77,-0.0126122,-0.039028354,0.006870759,-0.025355473,-1.5446535,-0.105138004,-2.6420474,0.33531377,0.00070042553,-0.02532952,0.06708716,0.0,79.38919,75.405045,4.5776367e-05
B0018,78,-0.032862123,-0.021178829,0.010755229,-0.026401374,-1.5584958,-0.105138004,-3.4532871,0.33531377,0.00033985087,-0.02396273,0.06418927,0.0,79.38919,74.578514,5.340576e-05
B0018,79,-0.009054371,-0.04042959,0.0033001213,-0.01605409,-1.5584958,-0.105138004,-3.5017035,0.33531377,0.00031519917,-0.02532952,0.068492636,0.0,79.38919,74.54046,5.340576e-05
B0018,80,0.014721456,-0.07056386,0.0033001213,-0.017116481,-1.5584958,-0.105138004,-3.5024428,0.3338638,-0.0018085114,-0.025785495,0.06851322,0.0,79.38919,74.52829,5.340576e-05
B0018,81,-0.009128338,-0.04257218,0.005234493,-0.0071685794,-1.5175549,-0.1113846,-4.172083,0.33531377,0.00031519917,-0.022506531,0.016066782,0.0,79.38919,73.86376,3.8146973e-05
B0018,82,0.0069236504,-0.061381534,0.012145382,-0.009798902,-1.5165219,-0.105138004,-4.2327666,0.3338638,0.00040017758,-0.025272025,0.068566605,0.0,79.38919,73.86025,3.8146973e-05
B0018,83,0.007300167,-0.056039844,0.012099599,-0.009981264,-1.5165219,-0.105138004,-4.232628,0.33531377,-0.0005746556,-0.02532952,0.068603046,0.0,79.38919,73.86633,3.8146973e-05
B0018,84,0.0073521235,-0.05712134,0.012145382,-0.009981264,-1.5177737,-0.0910956,-4.757948,0.33531377,0.0013096575,-0.025272025,0.067783326,0.0,79.38919,73.35394,3.8146973e-05
B0018,85,0.047729176,-0.07056386,-0.015425845,-0.011043657,-1.523784,-0.0910956,-4.759072,0.3338638,-0.0005746556,-0.026167072,0.068677016,0.0,79.38919,73.341774,3.8146973e-05
B0018,86,-0.012724268,-0.04042959,0.006870759,-0.026401374,-1.5584958,-0.105138004,-3.4532018,0.33531377,0.00031519917,-0.02532952,0.068492636,0.0,79.38919,74.578514,5.340576e-05
B0018,87,-0.006201334,-0.043244455,0.0072681126,-0.007133285,-1.5128658,-0.105138004,-4.170809,0.33531377,0.00031519917,-0.02532952,0.068492636,0.0,79.38919,73.92989,3.8146973e-05
B0018,88,0.007300167,-0.056039844,0.012099599,-0.009981264,-1.5177737,-0.0910956,-4.7578096,0.33531377,-0.0005746556,-0.02532952,0.068603046,0.0,79.38919,73.35394,3.8146973e-05
B0018,89,0.06270471,-0.07056023,-0.015425845,-0.011043657,-1.5304788,-0.0910956,-4.785878,0.3303213,0.00031519917,-0.026167072,0.068566605,0.0,79.38919,73.32049,3.8146973e-05
B0018,90,0.16725464,-0.07056386,-0.038713586,0.00037116208,-1.5526785,-0.0910956,-5.0149555,0.3303213,-0.0005746556,-0.026167072,0.068677016,0.0,79.38919,73.16112,5.340576e-05
B0018,91,-0.028278958,-0.022492805,0.010111763,-0.010016558,-1.521211,-0.1113846,-4.2326317,0.33531377,0.0013096575,-0.022449035,0.016613852,0.0,79.38919,73.80412,4.5776367e-05
B0018,92,0.025329836,-0.06597343,0.012099599,-0.011043657,-1.5244685,-0.0910956,-4.7850633,0.3303213,-0.0005746556,-0.026167072,0.067893736,0.0,79.38919,73.32049,3.8146973e-05
B0018,93,0.18023777,-0.06705492,0.0121785235,0.00037116208,-1.5183924,-0.0910956,-5.259885,0.3303213,0.0013343091,-0.024769856,0.068492636,0.0,79.38919,73.02098,5.340576e-05
B0018,94,0.17829645,-0.06705492,0.0121785235,0.00037116208,-1.5183924,-0.091379456,-5.259978,0.3303213,0.0013343091,-0.024769856,0.067783326,0.0,79.38919,73.01795,5.340576e-05
B0018,95,0.3318539,-0.07056023,-0.038713586,0.00037116208,-1.5294621,-0.091379456,-5.4313297,0.3303213,0.00031519917,-0.026167072,0.068566605,0.0,79.38919,72.93305,4.5776367e-05
B0018,96,0.3035808,-0.07056023,-0.015425845,0.00037116208,-1.5244027,-0.091379456,-5.4313297,0.3303213,0.00031519917,-0.026167072,0.068492636,0.0,79.38919,72.93305,4.5776367e-05
B0018,97,0.47289383,-0.07056386,-0.032956447,0.028370505,-1.5220546,-0.083109014,-6.086903,0.3303213,-0.0005746556,-0.026167072,0.068677016,0.0,79.38919,72.46716,3.8146973e-05
B0018,98,0.56265074,-0.07507912,-0.028255962,0.030680057,-1.8436501,-0.083109014,-6.1808047,0.32770604,0.00040017758,-0.026109576,0.068492636,0.0,79.38919,72.14215,3.8146973e-05
B0018,99,0.23703934,-0.08326405,-0.03531852,0.029361593,-1.5434605,-0.083109014,-6.183501,0.32061678,-0.0005500039,-0.024211384,0.067893736,0.0,79.38919,72.09074,4.5776367e-05
B0018,100,0.19859035,-0.08632829,-0.03535166,0.028513009,-1.8836017,-0.083109014,-6.1826205,0.31862858,0.00031519917,-0.025551107,0.068566605,0.0,79.38919,71.70729,4.5776367e-05
B0018,101,0.17484386,-0.08741341,-0.035305876,0.028507084,-1.859374,-0.083109014,-6.1826205,0.31862858,0.0008958221,-0.02549361,0.068492636,0.0,79.38919,71.70729,4.5776367e-05
B0018,102,0.2632321,-0.08741341,-0.035305876,0.028513009,-1.859374,-0.083109014,-6.2726626,0.31862858,0.0013096575,-0.02549361,0.068492636,0.0,79.38919,71.70606,5.340576e-05
B0018,103,0.30093068,-0.08741341,-0.035272736,0.028695371,-1.8439995,-0.083109014,-6.6288166,0.31862858,0.00042482928,-0.024153888,0.068492636,0.0,79.38919,71.40365,5.340576e-05
B0018,104,0.28623846,-0.08806403,-0.035272736,0.037191257,-1.8287252,-0.083109014,-6.667603,0.31862858,0.00042482928,-0.024153888,0.068561375,0.0,79.38919,71.37335,4.5776367e-05
B0018,105,0.2857574,-0.08697891,-0.03531852,0.037008896,-1.8287252,-0.083109014,-6.66791,0.31862858,0.00033985087,-0.024211384,0.068635345,0.0,79.38919,71.37335,4.5776367e-05
B0018,106,-0.63599706,-0.059663136,0.000218204,-0.009838759,-1.6698244,-0.10542186,-4.2093153,0.3262363,0.00070042553,-0.024713555,0.068635345,0.0,79.38919,73.07025,4.5776367e-05
B0018,107,-0.8337086,-0.056532145,0.008666112,-0.043594576,-1.6829898,-0.091379456,-4.759724,0.3262363,0.00040017758,-0.024492124,0.0671559,0.0,79.38919,72.29927,4.5776367e-05
B0018,108,-0.73732954,-0.056851882,0.005082834,-0.043776937,-1.6896846,-0.091379456,-4.875473,0.32269377,-0.0019625847,-0.023007045,0.06787265,0.0,79.38919,72.26542,4.5776367e-05
B0018,109,-0.6678256,-0.060324643,0.005049693,-0.03268729,-1.6599832,-0.091379456,-5.4322824,0.3192662,0.00031519917,-0.024069311,0.046325862,0.0,79.38919,71.79164,4.5776367e-05
B0018,110,-0.61729276,-0.091246545,0.010806824,-0.025055105,-1.6382296,-0.083109014,-5.8938003,0.31781623,0.00031519917,-0.024906864,0.067852065,0.0,79.38919,71.41239,5.340576e-05
B0018,111,-0.80396974,-0.092847615,0.009594089,-0.0043627694,-1.6464376,-0.083109014,-6.160204,0.34486586,0.0011953419,-0.023836676,0.066966936,0.0,79.38919,70.997086,3.8146973e-05
B0018,112,-0.8482486,-0.10202994,-0.015344666,-0.0054251617,-1.6524479,-0.083109014,-6.3295875,0.34009653,-0.001922827,-0.024350146,0.06769684,0.0,79.38919,70.73456,3.8146973e-05
B0018,113,-0.9658898,-0.09852101,-0.01526574,-0.0052427994,-1.6524479,-0.083109014,-6.3961315,0.34009653,0.00031051371,-0.023334507,0.066966936,0.0,79.38919,70.55666,3.8146973e-05
B0018,114,-0.912652,-0.09252074,0.012259705,-0.0048450376,-1.6470934,-0.08458063,-6.4919915,0.34009653,0.00034172914,-0.0132827265,0.066553056,0.0,79.38919,70.56152,4.5776367e-05
B0018,115,-0.87651175,-0.10202631,-0.038599264,-0.0054251617,-1.6612657,-0.08338998,-6.487784,0.36706254,0.00061076164,-0.022830062,0.06668597,0.0,79.38919,70.54576,4.5776367e-05
B0018,116,-0.93774235,-0.09223497,-0.018329449,-0.005326067,-1.644674,-0.08935561,-6.8473535,0.36588967,0.00020088359,-0.020724775,0.015250397,0.0,79.38919,70.11483,3.8146973e-05
B0018,117,-0.79467845,-0.1057015,-0.039537787,0.002142731,-1.9450151,-0.083109014,-7.5487366,0.35819778,0.0011953419,-0.024327822,0.06767625,0.0,79.38919,69.27734,4.5776367e-05
B0018,118,-0.69260013,-0.1057015,-0.035593808,0.01631901,-1.9591346,-0.083109014,-7.8604517,0.34342945,0.0011953419,-0.024327822,0.06767625,0.0,79.38919,69.05693,3.8146973e-05
B0018,119,-0.6926741,-0.1057015,-0.035593808,0.01631901,-1.9591346,-0.083109014,-7.8604517,0.34342945,0.0011953419,-0.024327822,0.06775022,0.0,79.38919,69.05693,3.8146973e-05
B0018,120,-0.6807823,-0.10784409,-0.037627425,0.016271356,-1.9768908,-0.08935561,-7.937624,0.33449724,0.0011953419,-0.021504832,0.015250397,0.0,79.38919,68.90482,4.5776367e-05
B0018,121,-1.256085,-0.07944319,0.004541295,-0.024956014,-1.6540382,-0.08935561,-6.114532,0.36850488,0.00020088359,-0.021010842,0.015250397,0.0,79.38919,70.538315,4.5776367e-05
B0018,122,-1.1423254,-0.10462001,-0.020950532,-0.0061331093,-1.6603764,-0.083109014,-6.308091,0.3761511,-0.0006889712,-0.024671385,0.067077346,0.0,79.38919,70.48149,3.8146973e-05
B0018,123,-1.16706,-0.09734877,-0.041076876,-0.006161301,-1.7048137,-0.08437461,-6.5024824,0.37140515,0.00020088359,-0.024671385,0.066966936,0.0,79.38919,70.19982,4.5776367e-05
B0018,124,-1.1474979,-0.101939194,-0.041076876,-0.006161301,-1.6663256,-0.08437461,-6.858352,0.37140515,0.00020088359,-0.024671385,0.066966936,0.0,79.38919,69.89741,4.5776367e-05
B0018,125,-1.2557379,-0.10302431,-0.06431882,0.0023345964,-2.0592272,-0.08437461,-7.655993,0.3651633,0.0011953419,-0.024613889,0.06767625,0.0,79.38919,68.57832,5.340576e-05
B0018,126,-1.3999406,-0.10617911,-0.0857405,0.0023345964,-2.0772192,-0.08437461,-7.663207,0.38210604,0.00058610993,-0.024671385,0.06767625,0.0,79.38919,68.400604,4.5776367e-05
B0018,127,-1.5786607,-0.10617911,-0.08179651,0.016510874,-2.0913386,-0.08437461,-8.16276,0.36733767,0.00058610993,-0.024671385,0.066966936,0.0,79.38919,67.710846,3.0517578e-05
B0018,128,-1.7033889,-0.10726423,-0.08171759,0.016510874,-2.0913386,-0.084655575,-8.24841,0.36733767,0.0012199936,-0.022712225,0.06668597,0.0,79.38919,67.501495,3.8146973e-05
B0018,129,-1.7422162,-0.10633317,-0.08176337,0.01354798,-2.0974343,-0.08966444,-8.276292,0.3676455,-0.0008793503,-0.01534971,0.040907785,0.0,79.38919,67.4014,3.8146973e-05
B0018,130,-1.7228712,-0.10726423,-0.08171759,0.016693236,-2.1020138,-0.08437461,-8.343484,0.3584055,0.00031051371,-0.023274167,0.066966936,0.0,79.38919,67.36661,3.8146973e-05
B0018,131,-1.7228887,-0.10618274,-0.08176337,0.016510874,-2.1020138,-0.08437461,-8.342805,0.3584055,-0.0020769003,-0.02312881,0.06769684,0.0,79.38919,67.36661,3.8146973e-05
B0018,132,-1.6895756,-0.10617911,-0.08179651,0.016510874,-2.1104324,-0.09115036,-8.482174,0.33676028,0.00020088359,-0.024671385,0.066966936,0.0,79.38919,67.223694,4.5776367e-05
