vehicle,split,segment_id,proxy_capacity_ah,experiment,seed,predicted_ah,absolute_error_ah
17,test,vehicle_017_session_00117,131.94763536560458,train_mean,42,122.89894170937292,9.048693656231663
17,test,vehicle_017_session_00118,131.4979969603825,train_mean,42,122.89894170937292,8.599055251009574
17,test,vehicle_017_session_00119,130.6701169367284,train_mean,42,122.89894170937292,7.771175227355471
17,test,vehicle_017_session_00120,129.48467183830172,train_mean,42,122.89894170937292,6.585730128928802
17,test,vehicle_017_session_00121,132.67951929754278,train_mean,42,122.89894170937292,9.780577588169862
17,test,vehicle_017_session_00122,131.7215639026403,train_mean,42,122.89894170937292,8.822622193267378
17,test,vehicle_017_session_00123,129.48705679510155,train_mean,42,122.89894170937292,6.5881150857286315
17,test,vehicle_017_session_00124,130.5781783510982,train_mean,42,122.89894170937292,7.679236641725268
17,test,vehicle_017_session_00125,132.0863854331317,train_mean,42,122.89894170937292,9.18744372375879
17,test,vehicle_017_session_00126,131.23740708427175,train_mean,42,122.89894170937292,8.338465374898831
17,test,vehicle_017_session_00127,131.73753805175036,train_mean,42,122.89894170937292,8.838596342377443
17,test,vehicle_017_session_00128,135.22158875941622,train_mean,42,122.89894170937292,12.322647050043301
17,test,vehicle_017_session_00129,130.91684273182958,train_mean,42,122.89894170937292,8.017901022456655
17,test,vehicle_017_session_00130,129.09910730885585,train_mean,42,122.89894170937292,6.200165599482929
17,test,vehicle_017_session_00131,133.0561589926862,train_mean,42,122.89894170937292,10.157217283313273
17,test,vehicle_017_session_00132,132.08646406096364,train_mean,42,122.89894170937292,9.187522351590715
17,test,vehicle_017_session_00133,129.5123690805999,train_mean,42,122.89894170937292,6.61342737122699
17,test,vehicle_017_session_00134,131.4333726632198,train_mean,42,122.89894170937292,8.534430953846893
17,test,vehicle_017_session_00135,130.40459434722223,train_mean,42,122.89894170937292,7.505652637849309
17,test,vehicle_017_session_00136,133.08087740324598,train_mean,42,122.89894170937292,10.181935693873058
17,test,vehicle_017_session_00137,132.4902755497685,train_mean,42,122.89894170937292,9.591333840395592
17,test,vehicle_017_session_00138,131.86178691704896,train_mean,42,122.89894170937292,8.96284520767604
17,test,vehicle_017_session_00139,130.4267186536609,train_mean,42,122.89894170937292,7.527776944287993
17,test,vehicle_017_session_00140,132.83172509071574,train_mean,42,122.89894170937292,9.932783381342816
17,test,vehicle_017_session_00141,130.79577457760595,train_mean,42,122.89894170937292,7.896832868233034
17,test,vehicle_017_session_00142,130.3729642664509,train_mean,42,122.89894170937292,7.474022557077987
17,test,vehicle_017_session_00143,131.65727802034428,train_mean,42,122.89894170937292,8.758336310971359
17,test,vehicle_017_session_00144,130.76932161515822,train_mean,42,122.89894170937292,7.870379905785299
17,test,vehicle_017_session_00145,132.41697116628615,train_mean,42,122.89894170937292,9.518029456913226
17,test,vehicle_017_session_00146,131.9193750840054,train_mean,42,122.89894170937292,9.020433374632475
17,test,vehicle_017_session_00147,131.75492679799223,train_mean,42,122.89894170937292,8.855985088619306
17,test,vehicle_017_session_00148,132.42714641040695,train_mean,42,122.89894170937292,9.528204701034028
17,test,vehicle_017_session_00149,131.5084176721644,train_mean,42,122.89894170937292,8.609475962791478
17,test,vehicle_017_session_00150,129.10260305785755,train_mean,42,122.89894170937292,6.20366134848463
17,test,vehicle_017_session_00151,133.20747091600532,train_mean,42,122.89894170937292,10.3085292066324
17,test,vehicle_017_session_00152,130.5596814183502,train_mean,42,122.89894170937292,7.660739708977289
17,test,vehicle_017_session_00153,131.67401397903313,train_mean,42,122.89894170937292,8.775072269660214
17,test,vehicle_017_session_00154,134.10056188888893,train_mean,42,122.89894170937292,11.201620179516013
17,test,vehicle_017_session_00155,133.39030145697177,train_mean,42,122.89894170937292,10.49135974759885
17,test,vehicle_017_session_00156,131.25399754464286,train_mean,42,122.89894170937292,8.355055835269937
17,test,vehicle_017_session_00157,128.82730296420584,train_mean,42,122.89894170937292,5.928361254832922
17,test,vehicle_017_session_00158,131.75185113055556,train_mean,42,122.89894170937292,8.852909421182645
17,test,vehicle_017_session_00159,130.3632891339869,train_mean,42,122.89894170937292,7.46434742461399
17,test,vehicle_017_session_00160,130.44542141472868,train_mean,42,122.89894170937292,7.546479705355765
17,test,vehicle_017_session_00161,133.2200208755631,train_mean,42,122.89894170937292,10.321079166190188
17,test,vehicle_017_session_00162,130.78222657436166,train_mean,42,122.89894170937292,7.883284864988738
17,test,vehicle_017_session_00163,131.31883435949902,train_mean,42,122.89894170937292,8.419892650126101
17,test,vehicle_017_session_00164,129.00298689426526,train_mean,42,122.89894170937292,6.1040451848923425
17,test,vehicle_017_session_00165,127.84547800338584,train_mean,42,122.89894170937292,4.946536294012915
17,test,vehicle_017_session_00166,129.55941236242143,train_mean,42,122.89894170937292,6.660470653048506
17,test,vehicle_017_session_00167,131.96884026388892,train_mean,42,122.89894170937292,9.069898554516001
17,test,vehicle_017_session_00168,130.2748276431406,train_mean,42,122.89894170937292,7.375885933767691
17,test,vehicle_017_session_00169,132.04675253870678,train_mean,42,122.89894170937292,9.147810829333864
17,test,vehicle_017_session_00170,130.7594623817967,train_mean,42,122.89894170937292,7.860520672423789
17,test,vehicle_017_session_00171,131.84516634277347,train_mean,42,122.89894170937292,8.946224633400547
17,test,vehicle_017_session_00172,132.5000330078125,train_mean,42,122.89894170937292,9.601091298439584
17,test,vehicle_017_session_00173,129.5066968699187,train_mean,42,122.89894170937292,6.6077551605457785
17,test,vehicle_017_session_00174,129.70252761270493,train_mean,42,122.89894170937292,6.8035859033320065
17,test,vehicle_017_session_00175,130.5438665226484,train_mean,42,122.89894170937292,7.644924813275466
17,test,vehicle_017_session_00176,129.73704312232908,train_mean,42,122.89894170937292,6.8381014129561635
17,test,vehicle_017_session_00177,131.9821763354701,train_mean,42,122.89894170937292,9.083234626097166
17,test,vehicle_017_session_00178,132.05993168004588,train_mean,42,122.89894170937292,9.160989970672958
17,test,vehicle_017_session_00179,129.8773244873366,train_mean,42,122.89894170937292,6.978382777963688
17,test,vehicle_017_session_00180,131.5605618697479,train_mean,42,122.89894170937292,8.661620160374966
17,test,vehicle_017_session_00181,129.88889475281664,train_mean,42,122.89894170937292,6.98995304344372
17,test,vehicle_017_session_00182,132.05469242652984,train_mean,42,122.89894170937292,9.15575071715692
17,test,vehicle_017_session_00183,129.0102589827057,train_mean,42,122.89894170937292,6.111317273332773
17,test,vehicle_017_session_00184,129.62632853773587,train_mean,42,122.89894170937292,6.7273868283629525
17,test,vehicle_017_session_00185,130.6942872483222,train_mean,42,122.89894170937292,7.795345538949292
17,test,vehicle_017_session_00186,130.63828832818933,train_mean,42,122.89894170937292,7.739346618816413
17,test,vehicle_017_session_00187,131.24216844758064,train_mean,42,122.89894170937292,8.343226738207719
17,test,vehicle_017_session_00188,130.68217181281094,train_mean,42,122.89894170937292,7.783230103438015
17,test,vehicle_017_session_00189,128.22478890498527,train_mean,42,122.89894170937292,5.325847195612354
17,test,vehicle_017_session_00190,128.8472036526416,train_mean,42,122.89894170937292,5.94826194326869
17,test,vehicle_017_session_00191,131.93079848290597,train_mean,42,122.89894170937292,9.03185677353305
17,test,vehicle_017_session_00192,129.92004654402209,train_mean,42,122.89894170937292,7.021104834649165
17,test,vehicle_017_session_00193,129.6984657458848,train_mean,42,122.89894170937292,6.799524036511869
17,test,vehicle_017_session_00194,130.40821470410629,train_mean,42,122.89894170937292,7.509272994733365
17,test,vehicle_017_session_00195,129.90824183582623,train_mean,42,122.89894170937292,7.0093001264533115
17,test,vehicle_017_session_00196,130.30207018012155,train_mean,42,122.89894170937292,7.4031284707486265
17,test,vehicle_017_session_00197,131.55984639114723,train_mean,42,122.89894170937292,8.660904681774312
17,test,vehicle_017_session_00198,129.97316457312093,train_mean,42,122.89894170937292,7.074222863748005
17,test,vehicle_017_session_00199,129.2727407457426,train_mean,42,122.89894170937292,6.373799036369675
17,test,vehicle_017_session_00200,128.81685323383087,train_mean,42,122.89894170937292,5.917911524457949
17,test,vehicle_017_session_00201,127.23976204242037,train_mean,42,122.89894170937292,4.340820333047446
17,test,vehicle_017_session_00202,129.08180466269843,train_mean,42,122.89894170937292,6.182862953325511
17,test,vehicle_017_session_00203,130.99425138888893,train_mean,42,122.89894170937292,8.095309679516006
17,test,vehicle_017_session_00204,129.211483306962,train_mean,42,122.89894170937292,6.312541597589089
17,test,vehicle_017_session_00205,125.03408542075168,train_mean,42,122.89894170937292,2.1351437113787597
17,test,vehicle_017_session_00206,130.05247537986708,train_mean,42,122.89894170937292,7.153533670494156
17,test,vehicle_017_session_00207,129.73437092560215,train_mean,42,122.89894170937292,6.83542921622923
17,test,vehicle_017_session_00208,130.0269107845843,train_mean,42,122.89894170937292,7.127969075211368
17,test,vehicle_017_session_00209,117.5060362847222,train_mean,42,122.89894170937292,5.392905424650721
17,test,vehicle_017_session_00210,131.1617873958334,train_mean,42,122.89894170937292,8.262845686460466
17,test,vehicle_017_session_00211,130.88899125504034,train_mean,42,122.89894170937292,7.990049545667418
17,test,vehicle_017_session_00212,128.08152591427972,train_mean,42,122.89894170937292,5.182584204906803
17,test,vehicle_017_session_00213,132.78491359296086,train_mean,42,122.89894170937292,9.885971883587942
17,test,vehicle_017_session_00214,129.48040498456788,train_mean,42,122.89894170937292,6.581463275194963
17,test,vehicle_017_session_00215,131.653797231241,train_mean,42,122.89894170937292,8.754855521868066
17,test,vehicle_017_session_00216,129.6648546987007,train_mean,42,122.89894170937292,6.765912989327788
17,test,vehicle_017_session_00217,128.3601203900245,train_mean,42,122.89894170937292,5.461178680651571
17,test,vehicle_017_session_00218,131.51158664847887,train_mean,42,122.89894170937292,8.612644939105948
17,test,vehicle_017_session_00219,128.9840608431927,train_mean,42,122.89894170937292,6.085119133819788
17,test,vehicle_017_session_00220,124.97134120039684,train_mean,42,122.89894170937292,2.0723994910239156
17,test,vehicle_017_session_00221,132.71249842923282,train_mean,42,122.89894170937292,9.813556719859903
17,test,vehicle_017_session_00222,130.23651819685094,train_mean,42,122.89894170937292,7.337576487478017
17,test,vehicle_017_session_00223,130.41249946895428,train_mean,42,122.89894170937292,7.51355775958136
17,test,vehicle_017_session_00224,130.5658439082279,train_mean,42,122.89894170937292,7.66690219885497
17,test,vehicle_017_session_00225,130.16156719322342,train_mean,42,122.89894170937292,7.262625483850499
17,test,vehicle_017_session_00226,132.1580423408846,train_mean,42,122.89894170937292,9.259100631511686
17,test,vehicle_017_session_00227,130.7580476894719,train_mean,42,122.89894170937292,7.859105980098988
17,test,vehicle_017_session_00228,131.35384043120158,train_mean,42,122.89894170937292,8.454898721828656
17,test,vehicle_017_session_00229,130.0370418496622,train_mean,42,122.89894170937292,7.138100140289268
17,test,vehicle_017_session_00230,130.23912119613607,train_mean,42,122.89894170937292,7.340179486763148
17,test,vehicle_017_session_00231,129.84355659722223,train_mean,42,122.89894170937292,6.944614887849312
17,test,vehicle_017_session_00232,129.69128117628804,train_mean,42,122.89894170937292,6.792339466915124
17,test,vehicle_017_session_00233,130.9413910559496,train_mean,42,122.89894170937292,8.042449346576674
17,test,vehicle_017_session_00234,129.96061583747928,train_mean,42,122.89894170937292,7.061674128106361
17,test,vehicle_017_session_00235,126.30672465277782,train_mean,42,122.89894170937292,3.4077829434048965
17,test,vehicle_017_session_00236,130.79860587905455,train_mean,42,122.89894170937292,7.899664169681628
17,test,vehicle_017_session_00237,132.22039070968836,train_mean,42,122.89894170937292,9.32144900031544
17,test,vehicle_017_session_00238,130.5281316898148,train_mean,42,122.89894170937292,7.629189980441893
17,test,vehicle_017_session_00239,130.68327364130437,train_mean,42,122.89894170937292,7.7843319319314475
17,test,vehicle_017_session_00240,131.72169811320754,train_mean,42,122.89894170937292,8.822756403834617
17,test,vehicle_017_session_00241,130.872471502849,train_mean,42,122.89894170937292,7.973529793476089
17,test,vehicle_017_session_00242,128.99522094534052,train_mean,42,122.89894170937292,6.0962792359676
17,test,vehicle_017_session_00243,130.23340331935708,train_mean,42,122.89894170937292,7.33446160998416
17,test,vehicle_017_session_00244,127.66390433774832,train_mean,42,122.89894170937292,4.7649626283754
17,test,vehicle_017_session_00245,129.87455887113617,train_mean,42,122.89894170937292,6.975617161763253
17,test,vehicle_017_session_00246,129.61564771723647,train_mean,42,122.89894170937292,6.71670600786355
17,test,vehicle_017_session_00247,128.83676414032567,train_mean,42,122.89894170937292,5.93782243095275
17,test,vehicle_017_session_00248,128.15863972382792,train_mean,42,122.89894170937292,5.259698014454997
17,test,vehicle_017_session_00249,126.19027654117932,train_mean,42,122.89894170937292,3.2913348318063953
17,test,vehicle_017_session_00250,132.0573179305556,train_mean,42,122.89894170937292,9.158376221182678
17,test,vehicle_017_session_00251,128.50070872759858,train_mean,42,122.89894170937292,5.601767018225658
17,test,vehicle_017_session_00252,131.9080832346133,train_mean,42,122.89894170937292,9.009141525240366
17,test,vehicle_017_session_00253,128.4143762167367,train_mean,42,122.89894170937292,5.515434507363793
17,test,vehicle_017_session_00254,128.28115567760943,train_mean,42,122.89894170937292,5.382213968236513
17,test,vehicle_017_session_00255,129.80272485888298,train_mean,42,122.89894170937292,6.903783149510062
17,test,vehicle_017_session_00256,129.9904835861111,train_mean,42,122.89894170937292,7.091541876738191
17,test,vehicle_017_session_00257,130.28511997605366,train_mean,42,122.89894170937292,7.386178266680744
17,test,vehicle_017_session_00258,129.88024785309076,train_mean,42,122.89894170937292,6.981306143717845
17,test,vehicle_017_session_00259,132.2931275462963,train_mean,42,122.89894170937292,9.39418583692337
17,test,vehicle_017_session_00260,128.8731016649306,train_mean,42,122.89894170937292,5.974159955557681
17,test,vehicle_017_session_00261,129.12913136998256,train_mean,42,122.89894170937292,6.230189660609639
17,test,vehicle_017_session_00262,129.78389164141413,train_mean,42,122.89894170937292,6.884949932041209
17,test,vehicle_017_session_00263,130.4506100524238,train_mean,42,122.89894170937292,7.551668343050878
17,test,vehicle_017_session_00264,128.10785485538767,train_mean,42,122.89894170937292,5.208913146014751
17,test,vehicle_017_session_00265,130.37913431018518,train_mean,42,122.89894170937292,7.480192600812259
17,test,vehicle_017_session_00266,131.0362747809829,train_mean,42,122.89894170937292,8.137333071609973
17,test,vehicle_017_session_00267,127.5500937705979,train_mean,42,122.89894170937292,4.651152061224977
17,test,vehicle_017_session_00268,129.30210224905304,train_mean,42,122.89894170937292,6.4031605396801154
17,test,vehicle_017_session_00269,131.94104077596617,train_mean,42,122.89894170937292,9.042099066593252
17,test,vehicle_017_session_00270,130.3979752576165,train_mean,42,122.89894170937292,7.499033548243588
17,test,vehicle_017_session_00271,130.79783862275454,train_mean,42,122.89894170937292,7.89889691338162
17,test,vehicle_017_session_00272,132.77158517661184,train_mean,42,122.89894170937292,9.872643467238916
17,test,vehicle_017_session_00273,133.51751108605384,train_mean,42,122.89894170937292,10.618569376680924
17,test,vehicle_017_session_00274,133.2960727283427,train_mean,42,122.89894170937292,10.397131018969773
17,test,vehicle_017_session_00275,130.53147584054344,train_mean,42,122.89894170937292,7.632534131170516
17,test,vehicle_017_session_00276,129.8623310355863,train_mean,42,122.89894170937292,6.963389326213374
17,test,vehicle_017_session_00277,128.4159470826688,train_mean,42,122.89894170937292,5.5170053732958735
17,test,vehicle_017_session_00278,131.08469192223632,train_mean,42,122.89894170937292,8.185750212863397
17,test,vehicle_017_session_00279,131.20900521953405,train_mean,42,122.89894170937292,8.310063510161129
17,test,vehicle_017_session_00280,129.16182462231973,train_mean,42,122.89894170937292,6.262882912946807
17,test,vehicle_017_session_00281,128.3672024368687,train_mean,42,122.89894170937292,5.468260727495775
17,test,vehicle_017_session_00282,127.0713773219274,train_mean,42,122.89894170937292,4.17243561255448
17,test,vehicle_017_session_00283,128.44969372191588,train_mean,42,122.89894170937292,5.550752012542958
17,test,vehicle_017_session_00284,126.95221883278144,train_mean,42,122.89894170937292,4.05327712340852
17,test,vehicle_017_session_00285,129.33751821780896,train_mean,42,122.89894170937292,6.438576508436043
17,test,vehicle_017_session_00286,126.48734189447384,train_mean,42,122.89894170937292,3.588400185100923
17,test,vehicle_017_session_00287,126.30462518814998,train_mean,42,122.89894170937292,3.405683478777064
17,test,vehicle_017_session_00288,127.86302677469136,train_mean,42,122.89894170937292,4.964085065318443
17,test,vehicle_017_session_00289,125.28071618016322,train_mean,42,122.89894170937292,2.3817744707903046
17,test,vehicle_017_session_00290,126.04140401329433,train_mean,42,122.89894170937292,3.1424623039214055
17,test,vehicle_017_session_00291,129.19093315763052,train_mean,42,122.89894170937292,6.291991448257605
17,test,vehicle_017_session_00292,127.28317886326862,train_mean,42,122.89894170937292,4.384237153895697
17,test,vehicle_017_session_00293,126.23109695067669,train_mean,42,122.89894170937292,3.3321552413037665
17,test,vehicle_017_session_00294,127.66331787351672,train_mean,42,122.89894170937292,4.764376164143798
17,test,vehicle_017_session_00295,128.16791578854674,train_mean,42,122.89894170937292,5.268974079173816
