dataset_id,battery_id,cycle,source_cycle_key,phase,capacity_ah,rated_capacity_ah,soh_pct,sample_count,discharge_duration_s,feature_eligible,exclusion_reason,voltage_60s_v,voltage_120s_v,voltage_300s_v,voltage_600s_v,voltage_mean_v,voltage_slope_v_per_s,temperature_mean_c,temperature_rise_c
oxford_degradation_1,Cell1,2000,cyc2000,C1dc,0.6697317983178508,0.74,90.50429706997983,3262,3260.2855648845434,True,,4.13526959813641,4.110567101048963,4.045201798742832,3.9470735,4.036294129802992,-0.00034858091569793347,39.989459004009724,0.14979573207717323
oxford_degradation_1,Cell1,2100,cyc2100,C1dc,0.6674184829442038,0.74,90.19168688435187,3250,3248.7676329910755,True,,4.135069379217916,4.1102461502830865,4.045241655694137,3.946913,4.036213812276073,-0.0003475645550868193,40.07070386552523,0.13731945742046747
oxford_degradation_1,Cell1,2200,cyc2200,C1dc,0.6639526202195469,0.74,89.72332705669554,3234,3232.060159742832,True,,4.134096098277672,4.1091127008162145,4.042824701345121,3.9450977,4.034189991856094,-0.0003498497525062498,40.06344107238678,0.16225808930284558
oxford_degradation_1,Cell1,2300,cyc2300,C1dc,0.6614396086354981,0.74,89.38373089668895,3221,3219.606666639447,True,,4.133775170332447,4.108591522805175,4.042624427739109,3.9452579,4.034025122885179,-0.0003484236717828234,40.11858773596962,0.1872278476744853
oxford_degradation_1,Cell1,2400,cyc2400,C1dc,0.6582324497447104,0.74,88.95033104658249,3206,3204.172360897064,True,,4.132659897849594,4.107276001397938,4.0399456004477035,3.943742,4.031990708167277,-0.00034971251572233914,40.13946681933767,0.12482122318736089
oxford_degradation_1,Cell1,2500,cyc2500,C1dc,0.6563019662937012,0.74,88.68945490455422,3196,3194.5486955344677,True,,4.13253966144659,4.107235828738686,4.040506592401114,3.9439425,4.032196201614126,-0.00034856011456862947,40.17509617080234,0.23716638276492574
oxford_degradation_1,Cell1,2600,cyc2600,C1dc,0.6527810452742546,0.74,88.21365476679117,3179,3177.5213588029146,True,,4.131701897561705,4.10567620128142,4.037102197179782,3.9422224,4.0297113769117825,-0.0003506029387338898,40.199152578066,0.11235364291022165
oxford_degradation_1,Cell1,2700,cyc2700,C1dc,0.651274269703515,0.74,88.01003644642094,3172,3170.148727297783,True,,4.131501179254908,4.105796244697691,4.037863998043765,3.9426234,4.030282880594646,-0.00034917524754752845,40.15535155681373,0.0624052305598255
oxford_degradation_1,Cell1,2800,cyc2800,C1dc,0.6488501025188361,0.74,87.68244628632921,3160,3158.3328891545534,True,,4.131220742691652,4.105074305670132,4.03698201583093,3.9423828,4.029604757791972,-0.00034829440419491676,40.203239215281734,0.04990505094720277
oxford_degradation_1,Cell1,2900,cyc2900,C1dc,0.6450218397585212,0.74,87.16511348088125,3141,3139.885564148426,True,,4.129777003900204,4.10318990104751,4.032450701075337,3.9404578,4.026444210680496,-0.00034979522885444464,40.08908686319433,0.0873807282758321
oxford_degradation_1,Cell1,3000,cyc3000,C1dc,0.6441689847636143,0.74,87.04986280589382,3137,3135.4661654680967,True,,4.130137867365692,4.103911358509817,4.034655851662236,3.9414604,4.027970116704157,-0.00034878951413553494,40.239776667657345,0.09985184745253406
oxford_degradation_1,Cell1,3100,cyc3100,C1dc,0.6420891597582703,0.74,86.76880537273924,3127,3125.5411338061094,True,,4.129335866298755,4.1032298314433495,4.033773796606351,3.9405382,4.027111942401752,-0.00034825574817539626,40.18303468781405,0.12482414598180469
oxford_degradation_1,Cell1,3200,cyc3200,C1dc,0.6387729233128966,0.74,86.32066531255359,3111,3109.4149589538574,True,,4.1276516994270835,4.100462899137406,4.029723597489576,3.9389741,4.024116865251816,-0.00034745383962513776,40.14445832531285,0.1123538661011736
oxford_degradation_1,Cell1,3300,cyc3300,C1dc,0.6378192441609972,0.74,86.19178975148611,3106,3104.9326054751873,True,,4.128413658443231,4.101545240664894,4.031969297863832,3.9393752,4.025515914972347,-0.00034776098967539347,40.1328815251631,-0.037473535284860304
oxford_degradation_1,Cell1,3500,cyc3500,C1dc,0.6322030179733683,0.74,85.43284026667139,3079,3077.8843615204096,True,,4.125388597849572,4.097758795982427,4.026418197175871,3.9384756,4.02190487240042,-0.00034147517380074885,39.83468141764707,0.13728786611054744
oxford_degradation_1,Cell1,3600,cyc3600,C1dc,0.6317444982024536,0.74,85.3708781354667,3077,3075.547842308879,True,,4.12771456737309,4.1002048584506285,4.029185242169695,3.9393578,4.024073172144151,-0.00034504164190508847,39.99399574794385,0.14974476525281233
oxford_degradation_1,Cell1,3700,cyc3700,C1dc,0.6295202834064333,0.74,85.07030856843694,3066,3064.712817594409,True,,4.126952566298755,4.099402819133821,4.028503192995485,3.9392776,4.023486911653322,-0.00034409102542855806,40.04914255678006,0.049944098637880074
oxford_degradation_1,Cell1,3800,cyc3800,C1dc,0.6254908168324311,0.74,84.52578605843664,3046,3044.9579659849405,True,,4.124626597849594,4.096034500931281,4.023811295295986,3.9376736,4.020152814924519,-0.0003381247825353093,40.070473659875205,3.1249020793211457e-07
oxford_degradation_1,Cell1,3900,cyc3900,C1dc,0.625258308828447,0.74,84.49436605789825,3045,3043.8138864934444,True,,4.125829670332447,4.098199739181251,4.026418084519324,3.9381547,4.0220032150695175,-0.00034277339966003255,40.09430500219574,0.04990184767448369
oxford_degradation_1,Cell1,4000,cyc4000,C1dc,0.6235531647570597,0.74,84.26394118338645,3037,3035.3922564536333,True,,4.1253485763925575,4.097437819117012,4.026097179137428,3.9376335,4.02147382623026,-0.0003419753122987505,40.1306180101153,8.394803245437288e-06
oxford_degradation_1,Cell1,4100,cyc4100,C1dc,0.6204774481988763,0.74,83.84830381065896,3022,3020.406560227275,True,,4.122822296845022,4.093668495695611,4.0218462993733715,3.9365909,4.018454690801195,-0.00033669837610512493,40.10065817020165,0.11235368749549224
oxford_degradation_1,Cell1,4200,cyc4200,C1dc,0.6195186640586242,0.74,83.71873838630057,3017,3015.986366942525,True,,4.123238098279461,4.094766098277672,4.023665895922615,3.9360843,4.019211784270293,-0.0003398100659835579,40.13311403509994,-0.04990391083305212
oxford_degradation_1,Cell1,4300,cyc4300,C1dc,0.6176078318476869,0.74,83.46051781725498,3008,3006.5645311027765,True,,4.122917179217916,4.094725511026935,4.024026707197898,3.9357636,4.0193027962537204,-0.0003402290919368949,40.090671703121174,0.09984446045380935
oxford_degradation_1,Cell1,4400,cyc4400,C1dc,0.6157261856172588,0.74,83.20624129962957,2999,2997.3973106592894,True,,4.122034962937035,4.093843471443749,4.0231447,3.9351621,4.01865389177225,-0.00033985714865362196,40.08794273380924,0.012470197275760597
oxford_degradation_1,Cell1,4500,cyc4500,C1dc,0.6127444427379217,0.74,82.80330307269213,2984,2982.8597612679005,True,,4.119107697991214,4.089993998277672,4.019535494979151,3.9341595,4.015599768961463,-0.0003336684119204977,40.06162675613207,0.1248165090400093
oxford_degradation_1,Cell1,4600,cyc4600,C1dc,0.612349611637397,0.74,82.74994751856715,2983,2981.085952743888,True,,4.121152852516641,4.09240004658307,4.0224225923990256,3.9341996,4.017486579718216,-0.0003386422026110866,40.051182231791,0.08738207770714723
oxford_degradation_1,Cell1,4800,cyc4800,C1dc,0.6088768448422716,0.74,82.28065470841508,2966,2964.1375936567783,True,,4.119828673657257,4.091115961351126,4.020898263297492,3.9335976,4.016499538152956,-0.00033749662283156297,40.06684311444717,0.012466546174927373
oxford_degradation_1,Cell1,5000,cyc5000,C1dc,0.6042869401481527,0.74,81.66039731731793,2944,2942.1113703399897,True,,4.116590003638333,4.087276001165191,4.0166969008068945,3.9314013,4.012901329121559,-0.0003332767121421758,40.01533135639168,4.04527099817642e-07
oxford_degradation_1,Cell1,5100,cyc5100,C1dc,0.6032069763171048,0.74,81.51445625906823,2938,2936.715815216303,True,,4.11799334104714,4.088719355744361,4.018862570124723,3.9316018,4.014333958784825,-0.0003362770013632172,40.00534480849317,4.789168734475879e-06
oxford_degradation_1,Cell1,5200,cyc5200,C1dc,0.5998239008415256,0.74,81.05728389750347,2922,2920.5457661300898,True,,4.114035103897612,4.083437401865178,4.014864001523935,3.9324956,4.011618072432626,-0.00032183756410860586,40.29242679884827,-6.474650433574425e-07
oxford_degradation_1,Cell1,5300,cyc5300,C1dc,0.5998621534882067,0.74,81.06245317408198,2922,2920.514625683427,True,,4.117243261439192,4.087608240664298,4.01743074055332,3.931854,4.013666813933855,-0.0003329481812787724,40.31285317692557,0.062411074821746126
oxford_degradation_1,Cell1,5400,cyc5400,C1dc,0.5981587016015489,0.74,80.8322569731823,2914,2912.368632853031,True,,4.116962352835066,4.0875682190497775,4.017710958487561,3.9317338,4.013475737207615,-0.00033328069569485354,40.31216551745551,-0.06240900000000238
oxford_degradation_1,Cell1,5500,cyc5500,C1dc,0.5942801484523484,0.74,80.30812816923628,2895,2893.270969390869,True,,4.111147897847805,4.0800290012817095,4.013099700627634,3.9306509,4.009352714028163,-0.00031822432819654295,40.34168125656176,0.08737891069715431
oxford_degradation_1,Cell1,5600,cyc5600,C1dc,0.5944675726175096,0.74,80.33345575912291,2896,2894.293062016368,True,,4.11511795251664,4.085402405093424,4.016066762770552,3.9304104,4.011841777416531,-0.00033119183061794063,40.36800657042074,-0.012476237577509153
oxford_degradation_1,Cell1,5700,cyc5700,C1dc,0.592857351306983,0.74,80.11585828472744,2888,2886.456874385476,True,,4.114997349464941,4.085563146061199,4.0157861138171125,3.9303303,4.011808983592168,-0.00033189622576317083,40.37868022593738,0.037439050873736335
oxford_degradation_1,Cell1,5800,cyc5800,C1dc,0.5904253670448166,0.74,79.78721176281306,2876,2874.482759088278,True,,4.112390997704755,4.081994097990856,4.013139698116204,3.9285657,4.009370954294476,-0.0003273436819241491,40.38321068478483,0.0998459106971552
oxford_degradation_1,Cell1,5900,cyc5900,C1dc,0.5894471143131172,0.74,79.65501544771854,2871,2869.8836892843246,True,,4.114155270332149,4.084440134745525,4.015144592399025,3.9291272,4.010935508054546,-0.0003319940900623436,40.35915303305617,-0.06239791768881986
oxford_degradation_1,Cell1,6000,cyc6000,C1dc,0.5881173065952116,0.74,79.47531170205562,2865,2863.4109020233154,True,,4.1138343697028015,4.084159366332372,4.01486379295454,3.9290469,4.010617601687034,-0.0003319100593105648,40.369143398162436,0.03747375156713417
oxford_degradation_1,Cell1,6100,cyc6100,C1dc,0.5855603691386313,0.74,79.12977961332855,2853,2851.13336853683,True,,4.108900102339344,4.078302900581724,4.011172800538227,3.9278822,4.007211611105535,-0.00032047350366933215,40.385252233727826,-0.012466757327814548
oxford_degradation_1,Cell1,6200,cyc6200,C1dc,0.5857463794615072,0.74,79.15491614344691,2853,2851.9239094108343,True,,4.112750052509243,4.082914316944813,4.013578766457677,3.9279623,4.009432398636708,-0.00033123749730151926,40.407948847477044,0.07490930505777271
oxford_degradation_1,Cell1,6300,cyc6300,C1dc,0.5841518310216064,0.74,78.9394366245414,2846,2844.256731122732,True,,4.112268862937035,4.082834085668107,4.0132578620973876,3.9274411,4.009113723336293,-0.0003314846225775038,40.37595434974918,0.11235294879009672
oxford_degradation_1,Cell1,6400,cyc6400,C1dc,0.5812757619596863,0.74,78.55077864320086,2831,2829.9699649214745,True,,4.106293697992644,4.07585670128171,4.009729400985931,3.9271603,4.005770910149909,-0.00031682546468150174,40.413848382455214,-0.03743800000000164
oxford_degradation_1,Cell1,6500,cyc6500,C1dc,0.5816547783101196,0.74,78.60199706893508,2834,2832.082737609744,True,,4.111466855476028,4.081029822804399,4.012215540553918,3.9265587,4.007922399937891,-0.00033044205336996304,40.425650152176,0.024971000000000743
oxford_degradation_1,Cell1,6600,cyc6600,C1dc,0.5800334389678039,0.74,78.38289715781134,2826,2824.2541540414095,True,,4.110865069668879,4.081190014295616,4.011934713816245,3.9262381,4.007834867491167,-0.00033093616678060234,40.45152743907194,0.11231490136211875
oxford_degradation_1,Cell1,6700,cyc6700,C1dc,0.5776338801898363,0.74,78.05863245808598,2814,2812.692368030548,True,,4.104971897992644,4.074655097990856,4.010091797802498,3.9282846,4.006048068737212,-0.0003118162732573368,40.32374900477643,0.037433910697153294
oxford_degradation_1,Cell1,6800,cyc6800,C1dc,0.5775893924134589,0.74,78.05262059641336,2814,2812.4129690229893,True,,4.109904237698139,4.079587405093424,4.011093984699256,3.926039,4.006919265990025,-0.0003274201994988438,40.360746443986564,-0.0499404604538114
oxford_degradation_1,Cell1,6900,cyc6900,C1dc,0.576416770813853,0.74,77.89415821808825,2808,2806.68898075819,True,,4.110104958501725,4.0796679785160075,4.010973710249447,3.9257183,4.006851406822863,-0.0003290785659937118,40.411134025164,0.024971000000000743
oxford_degradation_1,Cell1,7000,cyc7000,C1dc,0.5730979789577467,0.74,77.44567283212793,2792,2790.545767173171,True,,4.103648698279103,4.0732918013979384,4.008768596232407,3.92644,4.004438907889726,-0.0003133228112653413,40.31943652024309,0.0749131338845288
oxford_degradation_1,Cell1,7100,cyc7100,C1dc,0.5730979789577467,0.74,77.44567283212793,2792,2790.545767173171,True,,4.103648698279103,4.0732918013979384,4.008768596232407,3.92644,4.004438907889726,-0.0003133228112653413,40.31943652024309,0.0749131338845288
oxford_degradation_1,Cell1,7200,cyc7200,C1dc,0.5749714659926826,0.74,77.69884675576792,2801,2799.6925693005323,True,,4.1120700978478055,4.0813923009324435,4.011815998746743,3.9262395,4.007860651355953,-0.00033127587665605164,40.39705697235912,0.13732577680905678
oxford_degradation_1,Cell1,7300,cyc7300,C1dc,0.5720375640082297,0.74,77.30237351462563,2787,2785.3161938488483,True,,4.108661152546235,4.078464934730727,4.009289566494669,3.9233923,4.005165719584729,-0.00033063910669497347,40.425426600797344,0.09988338276492215
oxford_degradation_1,Cell1,7400,cyc7400,C1dc,0.570436583787218,0.74,77.08602483611054,2779,2777.6170302182436,True,,4.1084608393293545,4.07806395278464,4.0092494238533325,3.9231517,4.004734818939636,-0.0003311936579650012,40.41090061337638,0.024977296249801384
oxford_degradation_1,Cell1,7500,cyc7500,C1dc,0.5682678595139941,0.74,76.79295398837758,2768,2766.965166851878,True,,4.1041869977065195,4.073469197131122,4.006299497489576,3.9222467,4.002063188638384,-0.00032334317618519786,40.38548258528479,0.024971044718029134
oxford_degradation_1,Cell1,7600,cyc7600,C1dc,0.5677929103307428,0.74,76.72877166631659,2766,2764.6908279508352,True,,4.107355067365692,4.077198988073792,4.008023584519323,3.9219258,4.003885177800842,-0.0003315105062696954,40.416800662010196,0.07487499999999869
oxford_degradation_1,Cell1,7700,cyc7700,C1dc,0.5667532309264086,0.74,76.58827444951469,2761,2759.5988519489765,True,,4.107355046103221,4.0771588797288265,4.008143692997567,3.9214847,4.003756043621746,-0.00033217162949941015,40.451748064094126,-0.024971000000000743
oxford_degradation_1,Cell1,7800,cyc7800,C1dc,0.5642265724626601,0.74,76.24683411657568,2749,2747.1667628735304,True,,4.101820898997573,4.071464497704755,4.004895696862947,3.920362,4.000639249200593,-0.0003214008557191264,40.38434896492565,0.09984986611189584
oxford_degradation_1,Cell1,7900,cyc7900,C1dc,0.5643176975749817,0.74,76.25914832094348,2749,2747.76824824512,True,,4.105991755483874,4.075755046598405,4.006780513344509,3.9204421,4.002400697110382,-0.0003318924720578563,40.419974129645446,0.037475304799009734
oxford_degradation_1,Cell1,8000,cyc8000,C1dc,0.5630464545433012,0.74,76.08735872206772,2743,2741.670685261488,True,,4.10543006966888,4.075554746061199,4.006579675743779,3.9202015,4.002133776304974,-0.0003323802891796606,40.39568894842097,0.0998787549601019
oxford_degradation_1,Cell1,8100,cyc8100,C1dc,0.5600135969052836,0.74,75.6775130953086,2728,2726.6395658254623,True,,4.10005659813641,4.069819896272104,4.004254295919485,3.9202015,3.9995988017569446,-0.0003189091557517147,40.40091276288454,0.08737859819264315
oxford_degradation_1,Cell1,8200,cyc8200,C1dc,0.5606495828680589,0.74,75.76345714433228,2732,2730.0520699471235,True,,4.104106873291804,4.074110933651021,4.004935714430586,3.9185975,4.000741910113639,-0.0003316270901270524,40.368466288239034,-0.037480847452535215
oxford_degradation_1,Cell2,0,cyc0000,C1dc,0.7348189656975843,0.74,99.2998602294033,3578,3576.775560155511,True,,4.139409099570133,4.11692240093099,4.0604048008057765,3.9687741,4.0526102411181855,-0.0003046611261279564,40.27158664664636,0.12474100000000021
oxford_degradation_1,Cell2,100,cyc0100,C1dc,0.7266220579061855,0.74,98.19216998732236,3539,3537.196686118841,True,,4.141974382081449,4.119246966846196,4.061807498949909,3.9680924,4.05363548904455,-0.00031079066353000164,40.16586495004472,0.2370506092192528
oxford_degradation_1,Cell2,200,cyc0200,C1dc,0.7221571400208163,0.74,97.58880270551572,3517,3515.669172629714,True,,4.142134679796062,4.119367059608932,4.0616068827462115,3.9666896,4.053349046130524,-0.00031349723003238695,40.15067360293825,0.2869516115836319
oxford_degradation_1,Cell2,300,cyc0300,C1dc,0.7192156200035367,0.74,97.19130000047794,3503,3501.0813519358635,True,,4.1417488979930015,4.118821097995148,4.061221096553154,3.9649811,4.052461905581523,-0.0003161430456454058,40.14976136081941,0.18714991069715126
oxford_degradation_1,Cell2,400,cyc0400,C1dc,0.7145823074647996,0.74,96.56517668443237,3480,3478.7271481007338,True,,4.14218996143958,4.119101434805367,4.0611008846632695,3.9640191,4.05221615610488,-0.00031883167269879884,40.14590688106817,0.1871508446411383
oxford_degradation_1,Cell2,500,cyc0500,C1dc,0.7111216758331502,0.74,96.09752376123652,3464,3462.128445133567,True,,4.142029232106563,4.118941200026398,4.060659779351349,3.9624557,4.051463303280684,-0.0003214768754159167,40.14274040476717,0.17463695790269895
oxford_degradation_1,Cell2,600,cyc0600,C1dc,0.7080616104027846,0.74,95.6840014057817,3449,3447.3192617297173,True,,4.14162863259751,4.118540700008583,4.060178975784551,3.9612932,4.050744709639323,-0.00032326597967759484,40.12617038294334,0.2620280000000008
oxford_degradation_1,Cell2,700,cyc0700,C1dc,0.7054509534216545,0.74,95.3312099218452,3434,3432.233354821801,True,,4.140677499854802,4.117669097708331,4.059107296553154,3.9597406,4.049501257245032,-0.0003263319015514207,40.17153975262893,0.21212395541787288
oxford_degradation_1,Cell2,800,cyc0800,C1dc,0.7019102314870742,0.74,94.85273398473976,3417,3415.117032453418,True,,4.140837679217916,4.117709550227922,4.058666627775096,3.9589791,4.049074087973949,-0.00032818144121162136,40.15293736238528,0.14971015254747044
oxford_degradation_1,Cell2,900,cyc0900,C1dc,0.6992549903478054,0.74,94.49391761456829,3404,3402.267725765705,True,,4.1406368697024964,4.117308550048827,4.058105361925278,3.9578166,4.0482840357303855,-0.00033043366407921305,40.14023901013742,0.26201875823777243
oxford_degradation_1,Cell2,1000,cyc1000,C1dc,0.6966637550136685,0.74,94.14375067752277,3391,3389.7319559007883,True,,4.140396562928631,4.1167873596089315,4.057424065535451,3.956975,4.047500618064002,-0.0003325300721485579,40.12163588068052,0.2121259523199015
oxford_degradation_1,Cell2,1100,cyc1100,C1dc,0.6939847933360154,0.74,93.78172882919127,3378,3376.775759831071,True,,4.140036339052345,4.116747620644733,4.056583293873701,3.9563737,4.046780231016634,-0.0003346541696585939,40.17588056939623,0.12477053586307107
oxford_degradation_1,Cell2,1200,cyc1200,C1dc,0.6912011130181581,0.74,93.40555581326461,3365,3363.325460627675,True,,4.140036210322366,4.116186431472112,4.056302061805968,3.9554117,4.04594855928045,-0.00033669555751953165,40.14890222310612,0.1746830000000017
oxford_degradation_1,Cell2,1300,cyc1300,C1dc,0.6882824454375679,0.74,93.01114127534701,3351,3349.162944406271,True,,4.139154331196651,4.115625305020357,4.054899994117272,3.9543695,4.044820285616288,-0.00033854764493864624,40.1547700220063,0.12474674107862427
oxford_degradation_1,Cell2,1400,cyc1400,C1dc,0.6854468687684393,0.74,92.62795523897829,3337,3335.408553108573,True,,4.138953963405707,4.115064689440254,4.053857729379815,3.9530468,4.04377337747698,-0.00034064838713796934,40.1477144763661,0.1745736102767239
oxford_degradation_1,Cell2,1600,cyc1600,C1dc,0.6795110214082981,0.74,91.82581370382407,3308,3306.0645561665297,True,,4.137227097417938,4.112896399137406,4.050686798116204,3.9501173,4.040541960532217,-0.0003451695176917666,40.20579306575606,0.11227477694495747
oxford_degradation_1,Cell2,1800,cyc1800,C1dc,0.6740054456104837,0.74,91.0818169743897,3281,3279.3429650366306,True,,4.136104598995428,4.111573701629524,4.048401800358073,3.9480331,4.038421217401529,-0.00034761563903355124,40.17335449931742,0.149711776809049
oxford_degradation_1,Cell2,1900,cyc1900,C1dc,0.6706497832609933,0.74,90.62834908932342,3265,3263.019758462906,True,,4.135246298710745,4.110996197418654,4.046261299687077,3.9470549,4.036838751576851,-0.0003492040834400042,40.10983583405783,0.13724882151769435
oxford_degradation_1,Cell2,2000,cyc2000,C1dc,0.6673525808571167,0.74,90.18278119690765,3249,3247.0173608511686,True,,4.134610201817546,4.11031960011652,4.044582400627634,3.9459774,4.035459616622021,-0.00035007017713524193,40.05539138690278,0.14971159573865833
oxford_degradation_1,Cell2,2100,cyc2100,C1dc,0.6652355876842753,0.74,89.89670103841559,3238,3236.841445416212,True,,4.134930558480223,4.110238952591103,4.04458227026867,3.946218,4.03566282857814,-0.00034973829041474113,40.12503234668976,0.09984784464113972
oxford_degradation_1,Cell2,2200,cyc2200,C1dc,0.6615433404840155,0.74,89.39774871405616,3220,3218.7835570424795,True,,4.1335019985659045,4.1084498971318375,4.041470498429909,3.9445887,4.033207362779096,-0.0003501376892871869,40.11187789499703,0.04990813373566283
oxford_degradation_1,Cell2,2300,cyc2300,C1dc,0.6597519802009176,0.74,89.155673000124,3212,3210.1344790309668,True,,4.133822385188418,4.108890446657592,4.041630627955028,3.9451499,4.0335934477993645,-0.00034983518490357184,40.15679914157075,0.06240523026389866
oxford_degradation_1,Cell2,2400,cyc2400,C1dc,0.6562873914063992,0.74,88.68748532518909,3195,3193.1903645396233,True,,4.132434799427084,4.107101901397939,4.038959998120116,3.9434414,4.031460975114304,-0.00035012165176057824,40.16632308125136,0.08734082153021916
oxford_degradation_1,Cell2,2500,cyc2500,C1dc,0.6546501051945632,0.74,88.46623043169774,3187,3185.3323101997375,True,,4.132996082184492,4.1075028406642975,4.039440981476565,3.9440427,4.031946209503917,-0.00034967226666290593,40.190140968081366,0.04990492229285337
oxford_degradation_1,Cell2,2600,cyc2600,C1dc,0.6503893528573779,0.74,87.89045308883485,3166,3164.4575592130423,True,,4.130723997849594,4.104589501514168,4.03520490053711,3.9418106,4.028523426376892,-0.00034925193380818564,40.183339524318264,0.12477904458167899
oxford_degradation_1,Cell2,2700,cyc2700,C1dc,0.6496653133077699,0.74,87.79260990645538,3163,3161.0595289617777,True,,4.13140537032475,4.105551134804712,4.0361667594466795,3.9424119,4.0296310546827945,-0.00034923451852759214,40.17630588653983,0.16221323023603418
