battery_id,cycle,operation_index,cycle_start_time,capacity_ah,rated_capacity_ah,soh_pct,ambient_temperature_c,sample_count,discharge_duration_s,feature_eligible,exclusion_reason,voltage_60s_v,voltage_120s_v,voltage_300s_v,voltage_600s_v,voltage_mean_v,voltage_slope_v_per_s,current_mean_a,current_std_a,temperature_mean_c,temperature_rise_c
B0005,11,22,2008-04-04T09:57:19.765,1.8246195526864504,2.0,91.23097763432251,24.0,189,3530.25,True,,3.9599279961667175,3.918824259166287,3.8479906685604854,3.764405076261633,3.845366493182176,-0.00033331043295666663,-2.0124546385862137,0.0010287047954878367,27.12847722438685,4.4958156030866085
B0005,12,25,2008-04-04T17:56:27.609,1.8142019357673917,2.0,90.71009678836958,24.0,187,3491.016,True,,3.9624468755335855,3.9215816462276667,3.8511904072323873,3.766925422771109,3.8482860249913675,-0.0003330958419543027,-2.0129413713200384,0.0012241324899754152,27.422864721947686,4.4790199682203955
B0005,13,27,2008-04-04T22:01:54.671,1.8137521577549054,2.0,90.68760788774527,24.0,186,3470.281,True,,3.9620474010688516,3.921363714350462,3.8506602435955317,3.7666233862686482,3.8479703686669255,-0.0003333962081301823,-2.0125288183312326,0.0009170516711035264,27.4066461331142,4.460488663147348
B0005,14,29,2008-04-05T02:20:26.703,1.8134404914735822,2.0,90.67202457367911,24.0,186,3470.0,True,,3.9608582972203434,3.919872984255739,3.8494094249299713,3.7657005294370784,3.8467192253792297,-0.00033294631114258374,-2.012634531611406,0.0011765037864270252,27.16623736093637,4.52531845677937
B0005,15,31,2008-04-05T06:25:01.890,1.8025980036306504,2.0,90.12990018153252,24.0,185,3450.297,True,,3.9613961892321132,3.920408456817586,3.849809141224025,3.7654671559249273,3.8470355387879316,-0.00033399635919296983,-2.012612754887632,0.0011219156882591509,27.153082077484047,4.46191856717882
B0005,16,33,2008-04-05T10:30:32.312,1.80210690024615,2.0,90.10534501230751,24.0,184,3429.407,True,,3.9610887591768438,3.9202432812627004,3.8493179448468906,3.7646386809691075,3.846540016406255,-0.00033448353805361257,-2.012401555865721,0.0012196129785210614,27.0261565154162,4.487523773935301
B0005,17,35,2008-04-05T14:34:41.468,1.802579500826209,2.0,90.12897504131045,24.0,183,3409.484,True,,3.9613250388796675,3.9203082791131347,3.8494885461268114,3.764677900519949,3.8466103039935495,-0.0003346660902363317,-2.0124788375243408,0.0009202165986126298,27.042894229600257,4.4863376775493045
B0005,18,37,2008-04-05T18:39:25.218,1.8030683142834096,2.0,90.15341571417048,24.0,182,3390.422,True,,3.9613252879651677,3.920201758446834,3.8492434641180124,3.7646365343690142,3.846489460624801,-0.0003348504824081018,-2.012408399785284,0.0010941630249012566,27.07066328900015,4.486145936665739
B0005,19,39,2008-04-05T22:46:35.484,1.8027776247196041,2.0,90.13888123598021,24.0,182,3390.281,True,,3.961512352166397,3.920364033240729,3.849418399289355,3.7644036407749875,3.846573149835014,-0.00033535583884199697,-2.0127266381642115,0.0010955222809463986,27.053527624168897,4.514738199465043
B0005,20,42,2008-04-18T21:10:19.796,1.8470259949329193,2.0,92.35129974664596,24.0,192,3591.734,True,,3.9597088826021127,3.9189029196353906,3.8494555742373144,3.765944200081869,3.8466027476672764,-0.00032921352653384703,-2.0127376660100715,0.0013984563743258856,27.3341491820745,4.584469633100252
B0005,21,46,2008-04-19T02:29:09.000,1.847417311283644,2.0,92.3708655641822,24.0,190,3552.297,True,,3.961911553976679,3.921763254961549,3.852508272034185,3.769261717498328,3.849651905129066,-0.00032816669333801576,-2.0122291359806805,0.001389569980634099,27.67021201838242,4.539397015007111
B0005,22,50,2008-04-19T07:47:15.703,1.8361774213478947,2.0,91.80887106739473,24.0,189,3531.578,True,,3.9609824993481335,3.9204370117348204,3.8512077741431145,3.771993461479877,3.848333557625305,-0.0003282112503776273,-2.0119405495123788,0.0011869205410410626,27.320838948023876,4.47562163928831
B0005,23,54,2008-04-19T13:01:42.562,1.8257807475776242,2.0,91.2890373788812,24.0,187,3492.907,True,,3.9599736894794115,3.91918575959143,3.8494109640657843,3.7655919902547623,3.8465806367741866,-0.000330562030777262,-2.011802373145786,0.0010645942395689674,27.00230683833052,4.591623153872195
B0005,24,58,2008-04-19T18:27:29.828,1.8251136435078368,2.0,91.25568217539184,24.0,188,3511.594,True,,3.959314325145856,3.9185642416827213,3.8487451718259056,3.7648046238533817,3.845939558689705,-0.00033056646538663544,-2.012532524373998,0.0013931977853265008,26.856845556484046,4.627234944697754
B0005,25,62,2008-04-19T23:41:55.687,1.8255815042203762,2.0,91.2790752110188,24.0,184,3431.9370000000054,True,,3.959733299716504,3.9189786381614087,3.8488815394546108,3.7645157613000015,3.846079685279974,-0.00033170861936868893,-2.012260235671608,0.0013070032832429666,26.821281322883745,4.622370251873374
B0005,26,66,2008-04-20T04:54:41.734,1.8140311275083907,2.0,90.70155637541953,24.0,184,3431.125,True,,3.959870941730918,3.918966470247867,3.848963973688619,3.7645370913082576,3.8459984632439035,-0.000332042088239393,-2.012479884580086,0.0011482153657677327,26.73996968198266,4.6415221463591045
B0005,27,70,2008-04-20T10:16:28.859,1.8147691941158939,2.0,90.7384597057947,24.0,183,3412.406,True,,3.9586022779510635,3.917577879332953,3.847423263158631,3.7629380951154907,3.844651831601031,-0.00033212142346089965,-2.0119382978856075,0.0009845972432842168,26.635396322425247,4.665205369068239
B0005,28,74,2008-04-20T15:37:05.281,1.813969388710352,2.0,90.69846943551761,24.0,183,3410.688,True,,3.9584520889479293,3.9173341923116505,3.847223460198877,3.7624280369769005,3.8443161300473294,-0.00033259840213830516,-2.0124767723061594,0.0010571237186294189,26.58855971714686,4.667006584608973
B0005,29,78,2008-04-20T20:50:38.921,1.802765665167823,2.0,90.13828325839116,24.0,183,3410.718,True,,3.9591177158951405,3.9180471690079823,3.8477237893983567,3.762532557641522,3.8448106338561314,-0.00033377813656128774,-2.012496749152385,0.0011831440081634132,26.62870945101149,4.66337588078671
B0005,30,82,2008-04-21T02:15:02.921,1.804077040117352,2.0,90.2038520058676,24.0,182,3392.719,True,,3.9587126807957205,3.9177555797030443,3.847331480445809,3.761987523395097,3.8443654724278993,-0.00033402688259177014,-2.01266217825335,0.001281545395778879,26.634054750693092,4.678642787889125
B0005,31,86,2008-04-22T15:33:49.875,1.8518025516704486,2.0,92.59012758352243,24.0,371,3470.672,True,,3.9607711843682347,3.922584091709999,3.8549775348404887,3.773680981373251,3.851882379730517,-0.0003218992239689711,-2.0122924138316933,0.001230627371178907,26.767929781120994,4.82221695210049
B0005,32,90,2008-04-22T20:26:18.921,1.8307038456739428,2.0,91.53519228369714,24.0,365,3414.109,True,,3.963786237131604,3.9259001706382968,3.8569149618686778,3.773843758630536,3.8538441005729527,-0.0003282865640271134,-2.0124527589198165,0.0011937990933615172,27.137520612186396,4.752746189410175
B0005,33,94,2008-04-23T01:18:11.796,1.8199041089501267,2.0,90.99520544750634,24.0,363,3395.219,True,,3.9632170744672606,3.9249293237933314,3.855479161583676,3.7717072033314603,3.8523819898267604,-0.0003303377566215259,-2.012623530560896,0.0011182671597187372,26.937052508281802,4.7706683315695635
B0005,34,98,2008-04-23T06:18:19.921,1.8093079637028517,2.0,90.46539818514259,24.0,362,3386.0,True,,3.9607627422278204,3.92196648926011,3.8520164509857926,3.76802396689535,3.849124949260467,-0.0003320161416271318,-2.0123601440626393,0.0014816399993406435,26.503300743035645,4.806005021535228
B0005,35,102,2008-04-23T11:08:00.312,1.80460990458052,2.0,90.23049522902599,24.0,360,3368.187,True,,3.961197644925554,3.9222676578774798,3.8520182013087885,3.7673999816903687,3.8490679325107804,-0.0003336419871177384,-2.0122974248893,0.0013131456068730656,26.523021795094007,4.759264482286113
B0005,36,106,2008-04-23T16:06:25.171,1.7993770651972192,2.0,89.96885325986096,24.0,360,3368.266,True,,3.961927446497072,3.923250662662149,3.8535265590656866,3.7687327926845855,3.8502759645877096,-0.00033296783158839996,-2.0127084083165423,0.001125276619766831,26.93764252274149,4.78000190571424
B0005,37,110,2008-04-23T21:02:58.296,1.7884432335370462,2.0,89.42216167685231,24.0,359,3358.719,True,,3.9604599194822,3.9214807471224846,3.851096431954399,3.7659786894483704,3.847945838077663,-0.00033531494658834164,-2.0123440439225444,0.0013732264371377147,26.705630281284357,4.805289349026559
B0005,38,114,2008-04-24T01:51:33.890,1.7829230484252723,2.0,89.14615242126361,24.0,357,3339.5,True,,3.9597477927997167,3.920290553131061,3.8495835298345655,3.764047274570232,3.846481708742125,-0.00033688240190536537,-2.0123093457636556,0.0010890699663915779,26.509902028242834,4.820507303373596
B0005,39,118,2008-04-24T06:50:00.031,1.7730337158018288,2.0,88.65168579009143,24.0,356,3331.265,True,,3.9579281632521295,3.918200210056439,3.847152911954258,3.761046663595217,3.844007397477946,-0.000338229284989279,-2.0120310881005325,0.0011611613373833766,26.291914748640682,4.885868509409196
B0005,40,122,2008-04-24T11:49:24.281,1.773037755078937,2.0,88.65188775394685,24.0,355,3321.188,True,,3.958405993520687,3.9185844993190413,3.8476556450259918,3.761497126305384,3.8443185763480803,-0.00033852112723011804,-2.0129767029576104,0.0013568147358345285,26.4784753039217,4.928054810527954
B0005,41,126,2008-04-24T16:45:56.015,1.7678721106662054,2.0,88.39360553331026,24.0,355,3321.844,True,,3.959943329639915,3.920460439854271,3.8494304938979447,3.763123351632,3.846250173785458,-0.00033852893247726104,-2.0122385606430884,0.0012724714852595887,27.040430353206194,4.878013120183226
B0005,42,130,2008-04-24T21:38:11.078,1.7623150704093087,2.0,88.11575352046543,24.0,354,3311.828,True,,3.9604104343106203,3.9209881884231383,3.850116606820327,3.763388095163586,3.846698152383684,-0.0003392250944057569,-2.0125578929693617,0.0011260108935241375,27.26374260251055,4.8559694902801915
B0005,43,134,2008-04-25T12:03:44.093,1.7676172924938447,2.0,88.38086462469224,24.0,179,3327.391,True,,3.96167113627332,3.9190475947073034,3.8475385539751135,3.7591887584191244,3.8447044105114045,-0.00033996384964166647,-2.012183442940289,0.000924597247382727,26.933995238989155,4.948625024032541
B0005,44,136,2008-04-25T20:03:55.921,1.762668359743147,2.0,88.13341798715734,24.0,354,3312.078,True,,3.959946225761233,3.919833389056667,3.848495520426012,3.760654785942442,3.8451185841181106,-0.00034198863204756917,-2.0125820653195667,0.0011463225795692426,26.847238235029582,4.896885638139761
B0005,45,140,2008-04-26T01:04:35.718,1.7517304870664143,2.0,87.58652435332071,24.0,352,3293.172,True,,3.956424141140107,3.9160138909818727,3.844669293351336,3.756651953119908,3.841094408078483,-0.00034260047718973096,-2.012194338513341,0.0012415788262667494,26.4175107204413,4.925869229478263
B0005,46,144,2008-04-26T05:57:35.140,1.7418496047960008,2.0,87.09248023980004,24.0,350,3275.328,True,,3.955824675106713,3.9150709634332928,3.8432688804756188,3.754781544202741,3.8397149047616823,-0.0003446402790608473,-2.012308638152336,0.0012206619418147525,26.328412614753816,4.98111683909805
B0005,47,148,2008-04-26T10:58:25.843,1.7360913511847138,2.0,86.8045675592357,24.0,349,3265.016,True,,3.9550641077457174,3.914013415212047,3.8418318404555856,3.753056211033065,3.838422951580314,-0.0003456722262558297,-2.012402256409091,0.0011625180962168199,26.31961734298522,4.986266332842046
B0005,48,150,2008-04-29T12:15:56.953,1.7936240148573608,2.0,89.68120074286804,24.0,356,3328.937,True,,3.9596935796859083,3.9231729612699557,3.855915038649535,3.769888787755523,3.852234063928458,-0.00032597726243630096,-2.0122616047940856,0.0010441296490127855,29.64722645029809,4.88316764842909
B0005,49,154,2008-04-29T17:05:27.781,1.7831890223273275,2.0,89.15945111636637,24.0,356,3329.266,True,,3.966747688069506,3.9288124301823766,3.858926850407556,3.7720872212796843,3.8556188044150486,-0.0003344887597885021,-2.0121084187688076,0.0012967064279795154,28.664173636948835,4.872208755165747
B0005,50,158,2008-04-29T22:00:04.750,1.7673642076278957,2.0,88.36821038139479,24.0,353,3301.579,True,,3.9626296137527697,3.924079243118697,3.853259721856431,3.7650619617332373,3.849963199219183,-0.0003384649308721516,-2.0117205676790326,0.0009880504579678883,27.862561729256285,4.93020128470927
B0005,51,162,2008-04-30T02:43:55.312,1.7570177850353066,2.0,87.85088925176532,24.0,351,3283.563,True,,3.9604467105143897,3.920926325143472,3.849891193899341,3.7606639519259946,3.846317594602226,-0.0003418070866260106,-2.012093514508792,0.0010771883030820846,27.414038851025637,4.9401715146546366
B0005,52,166,2008-04-30T07:41:42.578,1.7468706179837907,2.0,87.34353089918953,24.0,350,3275.125,True,,3.958652790978171,3.918650491458366,3.84729778580608,3.7577531191124303,3.8437223707068418,-0.0003436646228641973,-2.0122538103178136,0.0011377672889761855,27.085625110385514,5.064668813255221
B0005,53,170,2008-04-30T12:28:49.265,1.7417172507457144,2.0,87.08586253728572,24.0,349,3265.656,True,,3.958293989809122,3.9178074092876876,3.8461434647963584,3.7561323938824347,3.8426064260820842,-0.0003453847038763862,-2.012404097729463,0.0010736244949862898,27.091195047396216,4.995554590800904
B0005,54,174,2008-04-30T17:20:16.140,1.7364225056478186,2.0,86.82112528239094,24.0,349,3266.093,True,,3.9586705194483205,3.9185376436847332,3.84681208103307,3.756777704394784,3.8430793774091385,-0.00034589421947582534,-2.0125417254867437,0.0012118370421595412,27.414986130883335,5.0168852459375834
B0005,55,178,2008-04-30T22:14:54.062,1.7263217239235826,2.0,86.31608619617913,24.0,348,3257.594,True,,3.9570465942577537,3.9164278263074324,3.8444167651132153,3.753443306985904,3.8406065049818743,-0.00034795128672637283,-2.0124239320440442,0.001239611596615898,27.203140039554324,4.99883930420614
B0005,56,182,2008-05-01T03:15:33.140,1.7158065389330133,2.0,85.79032694665067,24.0,347,3248.593,True,,3.9554316368639495,3.914312308596343,3.842360124618473,3.750796936514441,3.838282008563302,-0.0003495661470291767,-2.0124825877844605,0.0012000323943086278,27.081748057243686,5.021059841296754
B0005,57,186,2008-05-01T08:16:03.343,1.710533351135192,2.0,85.52666755675959,24.0,346,3238.766,True,,3.9548424764253824,3.913429726209641,3.8409750335255644,3.7465835393244147,3.8369775535613457,-0.00035147681629622667,-2.0123912876254466,0.0010322683698737471,26.96185572350315,5.067385487320326
B0005,58,190,2008-05-01T13:14:24.875,1.706014499648521,2.0,85.30072498242605,24.0,346,3240.14,True,,3.954772475615372,3.9133397760167696,3.840890461635098,3.748786750025577,3.836749637292851,-0.0003519931537516383,-2.0128997240833755,0.0011917365770157168,27.104932429803316,5.089796426249396
B0005,59,194,2008-05-01T18:11:10.984,1.7003110272642588,2.0,85.01555136321294,24.0,345,3230.109,True,,3.956011738589533,3.9148994757686757,3.8421648543754463,3.750021905447627,3.8379778096937263,-0.00035266338990328465,-2.012431899255445,0.0011976809640494772,27.57652425274468,5.047361777198585
B0005,60,198,2008-05-01T23:10:15.265,1.6945798601797895,2.0,84.72899300898948,24.0,345,3229.7810000000027,True,,3.9543925147157966,3.912756831530629,3.839963924448238,3.7472233842388736,3.8357739256354093,-0.0003541106091588948,-2.012367311245728,0.001263581821088982,27.380713777054055,5.02438321230332
B0005,61,202,2008-05-02T03:53:34.765,1.6849029086609286,2.0,84.24514543304643,24.0,343,3212.469,True,,3.953847722305638,3.911778927839745,3.838490694122501,3.7451870459569774,3.8342334006648158,-0.0003567001300825047,-2.0126726560043915,0.000939894225522072,27.266334516999787,5.028338108092296
B0005,62,206,2008-05-02T08:44:40.859,1.6744741591159717,2.0,83.72370795579859,24.0,343,3213.219,True,,3.9524416841771868,3.909819686257142,3.8364608981251407,3.742753714155265,3.831976096561881,-0.0003581302140384478,-2.012391967301432,0.0014362073451215421,27.084661320187653,5.061406498090495
B0005,63,210,2008-05-02T13:43:05.093,1.6745692479879102,2.0,83.72846239939551,24.0,342,3203.578,True,,3.9520305353327916,3.9094418717972057,3.8358711000901966,3.742194363274651,3.8316037186148266,-0.0003585724773853547,-2.0127829610593633,0.0012707420675370268,27.236567407333983,5.063397045739116
B0005,64,214,2008-05-02T19:07:48.359,1.663716375981405,2.0,83.18581879907026,24.0,341,3195.125,True,,3.952291743805811,3.9099488234200557,3.836275289939447,3.741651858916141,3.831725969446501,-0.0003603309043906096,-2.012070678705661,0.0012926858203472058,27.44229006033809,4.8857092487805005
B0005,65,216,2008-05-02T23:24:17.687,1.659013868748246,2.0,82.9506934374123,24.0,341,3195.3129999999946,True,,3.9535585969514386,3.9105151159656915,3.8361290234745007,3.741416317344614,3.831673349640622,-0.0003626925414405865,-2.012053300095192,0.0013158996216499179,27.469875599122318,5.0547825967130535
B0005,66,220,2008-05-03T04:13:08.609,1.6538540573335014,2.0,82.69270286667508,24.0,340,3186.297,True,,3.950481428483629,3.9071227786609057,3.8328855703867335,3.737573880552945,3.828236519066102,-0.0003634834352601014,-2.0124418218451208,0.0018343756049547764,27.299658674797346,5.0780105196510945
B0005,67,224,2008-05-03T09:10:19.812,1.642653782130131,2.0,82.13268910650655,24.0,339,3176.438,True,,3.9485517897798212,3.9049235516935745,3.830511517661037,3.7350750507410813,3.825710811493684,-0.0003649111298671774,-2.012430509010709,0.0009987126875267323,27.169972534686718,5.077597686314828
B0005,68,228,2008-05-03T14:04:34.187,1.6378578430223698,2.0,81.89289215111849,24.0,338,3167.593,True,,3.9475623204280073,3.903613323122262,3.8289488502896054,3.7332703060335364,3.824128617748927,-0.0003663105310249045,-2.012141987593407,0.001106679673667092,27.171376357356916,5.079325995754061
B0005,69,232,2008-05-03T18:58:13.468,1.6327350407099108,2.0,81.63675203549555,24.0,338,3167.719,True,,3.9477511095329287,3.9035937894877284,3.828627509196502,3.7329162689870428,3.8239431563190864,-0.000367548357424016,-2.012651807404946,0.0012949758789482485,27.23745343869734,5.080076826805552
B0005,70,236,2008-05-03T23:42:30.093,1.6277528915533617,2.0,81.38764457766808,24.0,337,3159.077999999994,True,,3.9477283057528165,3.903250897352106,3.8278926542715443,3.7315822168535973,3.8231575355244236,-0.0003692694111443106,-2.0123728148983293,0.0010949646632734838,27.27355290015423,5.074186963594709
B0005,71,240,2008-05-04T04:41:40.000,1.622125485521159,2.0,81.10627427605796,24.0,336,3148.829,True,,3.946034344237568,3.901205802442865,3.826119982231148,3.729576037412522,3.8211599905300586,-0.0003701362811707519,-2.012727047923841,0.0008025403873170693,27.253880735171773,5.090443568054344
B0005,72,244,2008-05-04T09:40:11.906,1.6113256603765849,2.0,80.56628301882924,24.0,336,3149.094,True,,3.9451806249263446,3.900419086681723,3.824991061227546,3.72803265484172,3.819882872368975,-0.000371435564005356,-2.01246282022973,0.0012191694163886273,27.225023699917763,5.085199344206902
B0005,73,248,2008-05-04T14:38:13.359,1.6065631397488385,2.0,80.32815698744193,24.0,335,3140.547,True,,3.9442025956285525,3.89907338140446,3.8235706895427346,3.7260793349945427,3.8182779383060064,-0.00037290393900889067,-2.0125733152735794,0.001354637520368274,27.23114461863137,5.102017271501115
B0005,74,252,2008-05-04T19:37:07.890,1.6015142233917594,2.0,80.07571116958798,24.0,334,3131.625,True,,3.94348253148658,3.897882915700402,3.8220834125422463,3.724482524721412,3.816899200817015,-0.0003743193310674824,-2.0125011308083485,0.0013193861738949493,27.222949180261242,5.110420565274843
B0005,75,256,2008-05-05T00:35:53.968,1.590369231400328,2.0,79.5184615700164,24.0,333,3121.907,True,,3.94275218464679,3.8968135788344282,3.8209701115935446,3.722350720048786,3.8154164732204254,-0.0003761871294563362,-2.0122825277723457,0.001268836075195394,27.17286469022327,5.12272603964405
B0005,76,260,2008-05-05T05:28:13.937,1.5857889968242211,2.0,79.28944984121105,24.0,333,3122.125,True,,3.9418074925611397,3.895494035882645,3.819159310922292,3.720696820300257,3.813770306235115,-0.000377904957723547,-2.012632959310301,0.0010754752434205782,27.130507555466078,5.1248392477239975
B0005,77,264,2008-05-05T11:41:31.500,1.5849430707374117,2.0,79.24715353687058,24.0,333,3121.672,True,,3.941702973507181,3.8951148467221404,3.8186700089901353,3.7198100134490995,3.813234249161252,-0.0003786787732701147,-2.0125655559494193,0.0012701480825589187,27.098490888217263,5.013357631501005
B0005,78,266,2008-05-05T20:40:08.562,1.5955263892495937,2.0,79.77631946247968,24.0,333,3120.86,True,,3.9458340694552776,3.90014461773193,3.823656752870223,3.7247499883112147,3.818333401673325,-0.00037772240554922976,-2.012250536501318,0.0011864412388204147,27.67405343367029,5.083037354949436
B0005,79,270,2008-05-06T01:38:46.265,1.5747301747801037,2.0,78.73650873900519,24.0,331,3103.828,True,,3.939202598117614,3.892453340169552,3.8160488562539205,3.7167868284514562,3.8104175348248432,-0.0003798907194448022,-2.0117898697720444,0.0013073233882283262,27.06687951824923,5.103325063954237
B0005,80,274,2008-05-06T06:37:06.296,1.5649019950937946,2.0,78.24509975468973,24.0,330,3095.094,True,,3.936849119779734,3.8890660292718806,3.812295150163853,3.712739510981196,3.806547637885017,-0.0003823388948020738,-2.0125597610612016,0.0015694766692301231,26.70399421300988,5.15050768036307
B0005,81,278,2008-05-06T11:25:21.031,1.5597659473370362,2.0,77.98829736685181,24.0,330,3095.781,True,,3.936631540679653,3.8887918184059918,3.811632971765971,3.7115602515661226,3.805811635795411,-0.00038415485166829307,-2.01269051782377,0.0013832697200096373,26.80818599592124,5.159160166262719
B0005,82,282,2008-05-06T16:23:36.296,1.5594815668184234,2.0,77.97407834092117,24.0,330,3094.328,True,,3.9371745408315584,3.8899806408438167,3.8128224920372618,3.7124636944943608,3.8068660854350354,-0.0003841331852424963,-2.0128821593909745,0.0012612362226883057,27.283892069677425,5.14728955845753
B0005,83,286,2008-05-06T21:21:49.265,1.55468935359061,2.0,77.7344676795305,24.0,329,3086.531,True,,3.9382407481516806,3.8907224796286113,3.8137050567831383,3.712901807122417,3.807779065578999,-0.0003851462055558833,-2.013119448899323,0.0015099179124293837,27.600175769219025,5.077605873377998
B0005,84,290,2008-05-07T02:17:25.156,1.5488741079890418,2.0,77.44370539945209,24.0,329,3085.625,True,,3.93654144908946,3.8888085054971415,3.811406108302045,3.710705199644587,3.8054259209871297,-0.0003866683547810677,-2.012999168553272,0.0012301616619420834,27.481041618795462,5.095004992530143
B0005,85,294,2008-05-07T07:04:02.109,1.538236598942558,2.0,76.9118299471279,24.0,327,3067.203,True,,3.935340912120352,3.8868403346277303,3.8089115220840393,3.7077936454803733,3.803051152747057,-0.0003891714926418839,-2.0124391125392598,0.0011357900492568228,27.288359641272343,5.100050567427189
B0005,86,298,2008-05-07T12:01:49.906,1.527914258251028,2.0,76.39571291255139,24.0,326,3058.157,True,,3.9321653682093984,3.883170215801126,3.805036788221103,3.703647546220953,3.799056024668644,-0.0003905618910855138,-2.012470558077202,0.0014831123926698896,26.98137789576,5.140526264458977
B0005,87,302,2008-05-07T16:59:29.937,1.5285252629756445,2.0,76.42626314878223,24.0,326,3058.812,True,,3.932202664840948,3.8831719206081075,3.8052070676288454,3.703165963724464,3.7989684160230164,-0.00039111770855828866,-2.0127836100510765,0.0012801516247053087,27.184902551602796,5.16261559100937
B0005,88,306,2008-05-07T21:56:09.656,1.522647325284378,2.0,76.1323662642189,24.0,326,3058.578,True,,3.933635624798831,3.884938137474677,3.8068456398351906,3.704516764957845,3.800621292664078,-0.0003917220195868389,-2.012181429703547,0.00123927499861679,27.561077729124076,5.141356703090061
B0005,89,310,2008-05-08T02:53:49.937,1.5174859938489869,2.0,75.87429969244934,24.0,325,3049.328,True,,3.9330350634674374,3.884321971917201,3.805884900292526,3.7035598350171153,3.799619033772477,-0.00039287414706412355,-2.0125957766412466,0.0013536811651799474,27.615348674724476,5.1234215262733755
B0005,90,313,2008-05-09T12:25:07.000,1.605818899130659,2.0,80.29094495653295,24.0,339,3177.219,True,,3.9606085239843973,3.9132888331173588,3.8353576002849867,3.7376327987119304,3.8313476261386326,-0.0003764046196705432,-2.012715390561476,0.0009880122739624256,27.311065083857155,5.219420113389745
B0005,91,316,2008-05-09T20:28:09.734,1.5638491446744425,2.0,78.19245723372212,24.0,329,3082.937,True,,3.943623439407002,3.8971204641544426,3.819954929594163,3.7182670273875953,3.814041529134202,-0.00038525512797427656,-2.01300042328077,0.00138947154018403,28.02608735558961,5.179456060370825
B0005,92,320,2008-05-10T01:21:56.500,1.5480915247767786,2.0,77.40457623883893,24.0,328,3074.266,True,,3.939968591925733,3.8931357866315643,3.815924784978342,3.713554546032076,3.8096523278711074,-0.0003878284718907159,-2.0123334750014434,0.001436694056455112,28.017054334897217,5.128621748150611
