battery_id,cycle,predicted_rul_cycles,status,slope_ah_per_cycle,right_censored,observed_crossing_lower_exclusive,observed_crossing_upper_inclusive,absolute_distance_to_interval_cycles,prediction_in_interval
Cell3,2800,2716.966539546498,estimated,-2.3464439363830102e-05,False,6000,6100,483.0334604535019,False
Cell3,2900,2311.3964478949383,estimated,-2.6201463634287407e-05,False,6000,6100,788.6035521050617,False
Cell3,3000,2471.062062515276,estimated,-2.3721649380778495e-05,False,6000,6100,528.937937484724,False
Cell3,3100,2332.269727179044,estimated,-2.4160281526449287e-05,False,6000,6100,567.7302728209561,False
Cell3,3200,2163.3999138523886,estimated,-2.4762994167359016e-05,False,6000,6100,636.6000861476114,False
Cell3,3500,1922.2516432639577,estimated,-2.4094633915487865e-05,False,6000,6100,577.7483567360423,False
Cell3,3600,1943.7786403648824,estimated,-2.3034822081033984e-05,False,6000,6100,456.22135963511755,False
Cell3,3700,2065.613622464997,estimated,-2.0945420309909578e-05,False,6000,6100,234.3863775350028,False
Cell3,3800,2059.833542559285,estimated,-1.9937270028656433e-05,False,6000,6100,140.16645744071502,False
Cell3,3900,2154.580862236853,estimated,-1.833732701170226e-05,False,6000,6100,0.0,True
Cell3,4000,1837.119769127844,estimated,-2.035848434667305e-05,False,6000,6100,162.88023087215606,False
Cell3,4100,1655.8057636940366,estimated,-2.115284020513208e-05,False,6000,6100,244.1942363059634,False
Cell3,4200,1822.104641625957,estimated,-1.8401354775824406e-05,False,6000,6100,0.0,True
Cell3,4300,1591.48900051498,estimated,-1.981683299032545e-05,False,6000,6100,108.51099948501997,False
Cell3,4400,1616.9019230467784,estimated,-1.845513403526111e-05,False,6000,6100,0.0,True
Cell3,4500,1346.2174130508174,estimated,-2.0235537845282778e-05,False,6000,6100,153.7825869491826,False
Cell3,4600,1144.287963472114,estimated,-2.1896691251165776e-05,False,6000,6100,255.71203652788608,False
Cell3,4800,1070.9582273773294,estimated,-2.003590177588729e-05,False,6000,6100,129.04177262267058,False
Cell3,5000,846.9040699813977,estimated,-2.0298235602481566e-05,False,6000,6100,153.0959300186023,False
Cell3,5100,812.7754205140973,estimated,-1.9079734926370528e-05,False,6000,6100,87.22457948590272,False
Cell3,5200,604.1297737518971,estimated,-2.133043759354201e-05,False,6000,6100,195.87022624810288,False
Cell3,5300,576.1863080253579,estimated,-1.9875657902965944e-05,False,6000,6100,123.8136919746421,False
Cell3,5400,645.4469092020036,estimated,-1.603897224668675e-05,False,6000,6100,0.0,True
Cell3,5500,446.1994935380262,estimated,-1.806704720137201e-05,False,6000,6100,53.80050646197378,False
Cell3,5600,495.28585328474674,estimated,-1.450961492402548e-05,False,6000,6100,0.0,True
Cell3,5700,359.58773190172724,estimated,-1.5703503906318455e-05,False,6000,6100,0.0,True
Cell3,5800,259.2810973363012,estimated,-1.532663992118937e-05,False,6000,6100,0.0,True
Cell3,5900,165.69573596264854,estimated,-1.4685088618489831e-05,False,6000,6100,0.0,True
Cell3,6000,12.741900824757067,estimated,-1.846395434372282e-05,False,6000,6100,,
Cell3,6100,0.0,already_at_threshold,,False,6000,6100,,
Cell3,6200,0.0,already_at_threshold,,False,6000,6100,,
Cell3,6300,0.0,already_at_threshold,,False,6000,6100,,
Cell3,6400,0.0,already_at_threshold,,False,6000,6100,,
Cell3,6500,0.0,already_at_threshold,,False,6000,6100,,
Cell3,6600,0.0,already_at_threshold,,False,6000,6100,,
Cell3,6700,0.0,already_at_threshold,,False,6000,6100,,
Cell3,6800,0.0,already_at_threshold,,False,6000,6100,,
Cell3,6900,0.0,already_at_threshold,,False,6000,6100,,
Cell3,7000,0.0,already_at_threshold,,False,6000,6100,,
Cell3,7100,0.0,already_at_threshold,,False,6000,6100,,
Cell3,7200,0.0,already_at_threshold,,False,6000,6100,,
Cell3,7300,0.0,already_at_threshold,,False,6000,6100,,
Cell3,7400,0.0,already_at_threshold,,False,6000,6100,,
Cell3,7500,0.0,already_at_threshold,,False,6000,6100,,
Cell3,7600,0.0,already_at_threshold,,False,6000,6100,,
Cell3,7700,0.0,already_at_threshold,,False,6000,6100,,
Cell3,7800,0.0,already_at_threshold,,False,6000,6100,,
Cell3,7900,0.0,already_at_threshold,,False,6000,6100,,
Cell3,8000,0.0,already_at_threshold,,False,6000,6100,,
Cell3,8100,0.0,already_at_threshold,,False,6000,6100,,
Cell4,0,,insufficient_history,,False,4300,4400,,
Cell4,100,,insufficient_history,,False,4300,4400,,
Cell4,200,,insufficient_history,,False,4300,4400,,
Cell4,300,,insufficient_history,,False,4300,4400,,
Cell4,400,2215.309791278506,estimated,-5.3723499593313124e-05,False,4300,4400,1684.690208721494,False
Cell4,500,2552.4450667147808,estimated,-4.5214852829810973e-05,False,4300,4400,1247.5549332852192,False
Cell4,600,2547.7003177846705,estimated,-4.366814813533922e-05,False,4300,4400,1152.2996822153295,False
Cell4,700,2811.481900686637,estimated,-3.859473456291377e-05,False,4300,4400,788.5180993133631,False
Cell4,800,3205.2878548887734,estimated,-3.302176679262373e-05,False,4300,4400,294.7121451112266,False
Cell4,900,3271.5312051109286,estimated,-3.1406873828341626e-05,False,4300,4400,128.46879488907143,False
Cell4,1000,3092.2780149638374,estimated,-3.2107195436266044e-05,False,4300,4400,207.72198503616255,False
Cell4,1100,2634.1041439315145,estimated,-3.615607565596452e-05,False,4300,4400,565.8958560684855,False
Cell4,1200,2436.875062786427,estimated,-3.7436622877061885e-05,False,4300,4400,663.124937213573,False
Cell4,1300,2230.4448171170548,estimated,-3.9050179352117454e-05,False,4300,4400,769.5551828829452,False
Cell4,1400,2048.235589145226,estimated,-4.0460674252417024e-05,False,4300,4400,851.7644108547738,False
Cell4,1600,1865.3041592341083,estimated,-4.018048821098097e-05,False,4300,4400,834.6958407658917,False
Cell4,1800,1724.1211669992726,estimated,-3.9078526874989825e-05,False,4300,4400,775.8788330007274,False
Cell4,1900,1654.1437557517474,estimated,-3.849907179585728e-05,False,4300,4400,745.8562442482526,False
Cell4,2000,1570.5706994752563,estimated,-3.8132991362015184e-05,False,4300,4400,729.4293005247437,False
Cell4,2100,1552.5421568044258,estimated,-3.6485824029820237e-05,False,4300,4400,647.4578431955742,False
Cell4,2200,1471.628786156271,estimated,-3.6025009010612665e-05,False,4300,4400,628.371213843729,False
Cell4,2300,1515.9446936566746,estimated,-3.3139844567718416e-05,False,4300,4400,484.05530634332536,False
Cell4,2400,1558.8063611863486,estimated,-3.0510451908769118e-05,False,4300,4400,341.19363881365143,False
Cell4,2500,1650.9079559045704,estimated,-2.748774718364141e-05,False,4300,4400,149.09204409542963,False
Cell4,2600,1454.1093577614424,estimated,-2.8788719377390552e-05,False,4300,4400,245.89064223855758,False
Cell4,2700,1313.1097194886624,estimated,-2.9690855458899185e-05,False,4300,4400,286.89028051133755,False
Cell4,2800,1327.3513321408573,estimated,-2.7646201903069065e-05,False,4300,4400,172.64866785914273,False
Cell4,2900,1078.5849260898462,estimated,-3.062056618226462e-05,False,4300,4400,321.41507391015375,False
Cell4,3000,1279.2010537607248,estimated,-2.4589851652123797e-05,False,4300,4400,20.79894623927521,False
Cell4,3100,1116.1569128295905,estimated,-2.5842361491465824e-05,False,4300,4400,83.84308717040949,False
Cell4,3200,957.61389656146,estimated,-2.6975497876752993e-05,False,4300,4400,142.38610343853998,False
Cell4,3300,1093.5684413469362,estimated,-2.218852504456632e-05,False,4300,4400,0.0,True
Cell4,3500,668.9889120535654,estimated,-2.7210968624395738e-05,False,4300,4400,131.0110879464346,False
Cell4,3600,677.2051784718178,estimated,-2.4364976711473997e-05,False,4300,4400,22.794821528182183,False
Cell4,3700,647.533778666384,estimated,-2.2529061173486985e-05,False,4300,4400,0.0,True
Cell4,3800,410.2629944821574,estimated,-2.6874385408983262e-05,False,4300,4400,89.73700551784259,False
Cell4,3900,426.8159581155751,estimated,-2.244314836736401e-05,False,4300,4400,0.0,True
Cell4,4000,378.51039800586204,estimated,-2.1135975257558075e-05,False,4300,4400,0.0,True
Cell4,4100,243.55128703882838,estimated,-2.1915878204464176e-05,False,4300,4400,0.0,True
Cell4,4200,200.6182337010041,estimated,-1.8680286555823562e-05,False,4300,4400,0.618233701004101,False
Cell4,4300,59.1013664227894,estimated,-2.2339245921410027e-05,False,4300,4400,,
Cell4,4400,0.0,already_at_threshold,,False,4300,4400,,
Cell4,4500,0.0,already_at_threshold,,False,4300,4400,,
Cell4,4600,0.0,already_at_threshold,,False,4300,4400,,
Cell4,4800,0.0,already_at_threshold,,False,4300,4400,,
Cell4,5000,0.0,already_at_threshold,,False,4300,4400,,
Cell4,5100,0.0,already_at_threshold,,False,4300,4400,,
Cell5,0,,insufficient_history,,False,4800,5000,,
Cell5,100,,insufficient_history,,False,4800,5000,,
Cell5,200,,insufficient_history,,False,4800,5000,,
Cell5,300,,insufficient_history,,False,4800,5000,,
Cell5,400,2325.5818469010637,estimated,-5.186262331921756e-05,False,4800,5000,2074.4181530989363,False
Cell5,500,2877.384567745633,estimated,-4.09120061430117e-05,False,4800,5000,1422.615432254367,False
Cell5,600,3009.951923025316,estimated,-3.8000719418873495e-05,False,4800,5000,1190.0480769746841,False
Cell5,700,3261.36430070241,estimated,-3.4246314030372165e-05,False,4800,5000,838.6356992975898,False
Cell5,800,3579.361358719547,estimated,-3.0459301553145553e-05,False,4800,5000,420.63864128045316,False
Cell5,900,3657.8590715584533,estimated,-2.9049045881240663e-05,False,4800,5000,242.14092844154675,False
Cell5,1000,3633.890586546875,estimated,-2.848093093664306e-05,False,4800,5000,166.10941345312494,False
Cell5,1100,3445.049787761922,estimated,-2.9179151923976766e-05,False,4800,5000,254.95021223807817,False
Cell5,1200,3467.7527076639462,estimated,-2.8200814740485196e-05,False,4800,5000,132.24729233605376,False
Cell5,1300,3387.865136922421,estimated,-2.8053007954307776e-05,False,4800,5000,112.13486307757921,False
Cell5,1400,3360.2200454541116,estimated,-2.74999610296124e-05,False,4800,5000,39.77995454588836,False
Cell5,1600,3136.3973208664456,estimated,-2.7667494743512737e-05,False,4800,5000,63.602679133554375,False
Cell5,1800,2836.0909920967133,estimated,-2.851234452618653e-05,False,4800,5000,163.9090079032867,False
Cell5,1900,2654.9093768030634,estimated,-2.9281128146696304e-05,False,4800,5000,245.09062319693658,False
Cell5,2000,2493.7056950398246,estimated,-2.9927918795130862e-05,False,4800,5000,306.2943049601754,False
Cell5,2100,2442.394927531491,estimated,-2.9420730462249416e-05,False,4800,5000,257.6050724685092,False
Cell5,2200,2405.886166943218,estimated,-2.8713436836967957e-05,False,4800,5000,194.1138330567819,False
Cell5,2300,2522.300159587473,estimated,-2.648338228613022e-05,False,4800,5000,0.0,True
Cell5,2400,2376.119360064313,estimated,-2.6900862546257688e-05,False,4800,5000,23.880639935687213,False
Cell5,2500,2310.301557487568,estimated,-2.6571280477908704e-05,False,4800,5000,0.0,True
Cell5,2600,2134.063390581745,estimated,-2.738381688412123e-05,False,4800,5000,65.9366094182551,False
Cell5,2700,2135.153502829664,estimated,-2.6303851355648223e-05,False,4800,5000,0.0,True
Cell5,2800,2314.145890844922,estimated,-2.3419905508870692e-05,False,4800,5000,114.14589084492218,False
Cell5,2900,2071.6033967417898,estimated,-2.4814981319638074e-05,False,4800,5000,0.0,True
Cell5,3000,2295.102140831219,estimated,-2.16755153792968e-05,False,4800,5000,295.102140831219,False
Cell5,3100,2171.3810436193826,estimated,-2.1931592702365466e-05,False,4800,5000,271.3810436193826,False
Cell5,3200,1978.4907634851988,estimated,-2.2768438157386177e-05,False,4800,5000,178.49076348519884,False
Cell5,3300,2111.5068182933474,estimated,-2.052311817047169e-05,False,4800,5000,411.50681829334735,False
Cell5,3500,1472.4534001023258,estimated,-2.5482097646988596e-05,False,4800,5000,0.0,True
Cell5,3600,1540.0272634748371,estimated,-2.3302379555427654e-05,False,4800,5000,140.02726347483713,False
Cell5,3700,1588.15166152031,estimated,-2.148298027877657e-05,False,4800,5000,288.15166152031,False
Cell5,3800,1305.5304689515333,estimated,-2.392543378350466e-05,False,4800,5000,105.5304689515333,False
Cell5,3900,1518.098808581074,estimated,-1.9690953980682993e-05,False,4800,5000,418.0988085810741,False
Cell5,4000,1304.3249550003466,estimated,-2.1279555896976177e-05,False,4800,5000,304.32495500034656,False
Cell5,4100,1173.993289930998,estimated,-2.1611423660471827e-05,False,4800,5000,273.9932899309979,False
Cell5,4200,1275.1352590721617,estimated,-1.8712670955297838e-05,False,4800,5000,475.1352590721617,False
Cell5,4300,1118.2173197159054,estimated,-1.9676368960906836e-05,False,4800,5000,418.21731971590543,False
