battery_id,cycle,eol_cycle,rul_cycles,right_censored,post_eol,remaining_observed_cycles_lower_bound
B0005,118,125.0,7.0,False,False,
B0005,119,125.0,6.0,False,False,
B0005,120,125.0,5.0,False,False,
B0005,121,125.0,4.0,False,False,
B0005,122,125.0,3.0,False,False,
B0005,123,125.0,2.0,False,False,
B0005,124,125.0,1.0,False,False,
B0005,125,125.0,0.0,False,False,
B0005,126,125.0,0.0,False,True,
B0005,127,125.0,0.0,False,True,
B0005,128,125.0,0.0,False,True,
B0005,129,125.0,0.0,False,True,
B0005,130,125.0,0.0,False,True,
B0005,131,125.0,0.0,False,True,
B0005,132,125.0,0.0,False,True,
B0005,133,125.0,0.0,False,True,
B0005,134,125.0,0.0,False,True,
B0005,135,125.0,0.0,False,True,
B0005,136,125.0,0.0,False,True,
B0005,137,125.0,0.0,False,True,
B0005,138,125.0,0.0,False,True,
B0005,139,125.0,0.0,False,True,
B0005,140,125.0,0.0,False,True,
B0005,141,125.0,0.0,False,True,
B0005,142,125.0,0.0,False,True,
B0005,143,125.0,0.0,False,True,
B0005,144,125.0,0.0,False,True,
B0005,145,125.0,0.0,False,True,
B0005,146,125.0,0.0,False,True,
B0005,147,125.0,0.0,False,True,
B0005,148,125.0,0.0,False,True,
B0005,149,125.0,0.0,False,True,
B0005,150,125.0,0.0,False,True,
B0005,151,125.0,0.0,False,True,
B0005,152,125.0,0.0,False,True,
B0005,153,125.0,0.0,False,True,
B0005,154,125.0,0.0,False,True,
B0005,155,125.0,0.0,False,True,
B0005,156,125.0,0.0,False,True,
B0005,157,125.0,0.0,False,True,
B0005,158,125.0,0.0,False,True,
B0005,159,125.0,0.0,False,True,
B0005,160,125.0,0.0,False,True,
B0005,161,125.0,0.0,False,True,
B0005,162,125.0,0.0,False,True,
B0005,163,125.0,0.0,False,True,
B0005,164,125.0,0.0,False,True,
B0005,165,125.0,0.0,False,True,
B0005,166,125.0,0.0,False,True,
B0005,167,125.0,0.0,False,True,
B0005,168,125.0,0.0,False,True,
B0006,1,109.0,108.0,False,False,
B0006,2,109.0,107.0,False,False,
B0006,3,109.0,106.0,False,False,
B0006,4,109.0,105.0,False,False,
B0006,5,109.0,104.0,False,False,
B0006,6,109.0,103.0,False,False,
B0006,7,109.0,102.0,False,False,
B0006,8,109.0,101.0,False,False,
B0006,9,109.0,100.0,False,False,
B0006,10,109.0,99.0,False,False,
B0006,11,109.0,98.0,False,False,
B0006,12,109.0,97.0,False,False,
B0006,13,109.0,96.0,False,False,
B0006,14,109.0,95.0,False,False,
B0006,15,109.0,94.0,False,False,
B0006,16,109.0,93.0,False,False,
B0006,17,109.0,92.0,False,False,
B0006,18,109.0,91.0,False,False,
B0006,19,109.0,90.0,False,False,
B0006,20,109.0,89.0,False,False,
B0006,21,109.0,88.0,False,False,
B0006,22,109.0,87.0,False,False,
B0006,23,109.0,86.0,False,False,
B0006,24,109.0,85.0,False,False,
B0006,25,109.0,84.0,False,False,
B0006,26,109.0,83.0,False,False,
B0006,27,109.0,82.0,False,False,
B0006,28,109.0,81.0,False,False,
B0006,29,109.0,80.0,False,False,
B0006,30,109.0,79.0,False,False,
B0006,31,109.0,78.0,False,False,
B0006,32,109.0,77.0,False,False,
B0006,33,109.0,76.0,False,False,
B0006,34,109.0,75.0,False,False,
B0006,35,109.0,74.0,False,False,
B0006,36,109.0,73.0,False,False,
B0006,37,109.0,72.0,False,False,
B0006,38,109.0,71.0,False,False,
B0006,39,109.0,70.0,False,False,
B0006,40,109.0,69.0,False,False,
B0006,41,109.0,68.0,False,False,
B0006,42,109.0,67.0,False,False,
B0006,43,109.0,66.0,False,False,
B0006,44,109.0,65.0,False,False,
B0006,45,109.0,64.0,False,False,
B0006,46,109.0,63.0,False,False,
B0006,47,109.0,62.0,False,False,
B0006,48,109.0,61.0,False,False,
B0006,49,109.0,60.0,False,False,
B0006,50,109.0,59.0,False,False,
B0006,51,109.0,58.0,False,False,
B0006,52,109.0,57.0,False,False,
B0006,53,109.0,56.0,False,False,
B0006,54,109.0,55.0,False,False,
B0006,55,109.0,54.0,False,False,
B0006,56,109.0,53.0,False,False,
B0006,57,109.0,52.0,False,False,
B0006,58,109.0,51.0,False,False,
B0006,59,109.0,50.0,False,False,
B0006,60,109.0,49.0,False,False,
B0006,61,109.0,48.0,False,False,
B0006,62,109.0,47.0,False,False,
B0006,63,109.0,46.0,False,False,
B0006,64,109.0,45.0,False,False,
B0006,65,109.0,44.0,False,False,
B0006,66,109.0,43.0,False,False,
B0006,67,109.0,42.0,False,False,
B0006,68,109.0,41.0,False,False,
B0006,69,109.0,40.0,False,False,
B0006,70,109.0,39.0,False,False,
B0006,71,109.0,38.0,False,False,
B0006,72,109.0,37.0,False,False,
B0006,73,109.0,36.0,False,False,
B0006,74,109.0,35.0,False,False,
B0006,75,109.0,34.0,False,False,
B0006,76,109.0,33.0,False,False,
B0006,77,109.0,32.0,False,False,
B0006,78,109.0,31.0,False,False,
B0006,79,109.0,30.0,False,False,
B0006,80,109.0,29.0,False,False,
B0006,81,109.0,28.0,False,False,
B0006,82,109.0,27.0,False,False,
B0006,83,109.0,26.0,False,False,
B0006,84,109.0,25.0,False,False,
B0006,85,109.0,24.0,False,False,
B0006,86,109.0,23.0,False,False,
B0006,87,109.0,22.0,False,False,
B0006,88,109.0,21.0,False,False,
B0006,89,109.0,20.0,False,False,
B0006,90,109.0,19.0,False,False,
B0006,91,109.0,18.0,False,False,
B0006,92,109.0,17.0,False,False,
B0006,93,109.0,16.0,False,False,
B0006,94,109.0,15.0,False,False,
B0006,95,109.0,14.0,False,False,
B0006,96,109.0,13.0,False,False,
B0006,97,109.0,12.0,False,False,
B0006,98,109.0,11.0,False,False,
B0006,99,109.0,10.0,False,False,
B0006,100,109.0,9.0,False,False,
B0006,101,109.0,8.0,False,False,
B0006,102,109.0,7.0,False,False,
B0006,103,109.0,6.0,False,False,
B0006,104,109.0,5.0,False,False,
B0006,105,109.0,4.0,False,False,
B0006,106,109.0,3.0,False,False,
B0006,107,109.0,2.0,False,False,
B0006,108,109.0,1.0,False,False,
B0006,109,109.0,0.0,False,False,
B0006,110,109.0,0.0,False,True,
B0006,111,109.0,0.0,False,True,
B0006,112,109.0,0.0,False,True,
B0006,113,109.0,0.0,False,True,
B0006,114,109.0,0.0,False,True,
B0006,115,109.0,0.0,False,True,
B0006,116,109.0,0.0,False,True,
B0006,117,109.0,0.0,False,True,
B0006,118,109.0,0.0,False,True,
B0006,119,109.0,0.0,False,True,
B0006,120,109.0,0.0,False,True,
B0006,121,109.0,0.0,False,True,
B0006,122,109.0,0.0,False,True,
B0006,123,109.0,0.0,False,True,
B0006,124,109.0,0.0,False,True,
B0006,125,109.0,0.0,False,True,
B0006,126,109.0,0.0,False,True,
B0006,127,109.0,0.0,False,True,
B0006,128,109.0,0.0,False,True,
B0006,129,109.0,0.0,False,True,
B0006,130,109.0,0.0,False,True,
B0006,131,109.0,0.0,False,True,
B0006,132,109.0,0.0,False,True,
B0006,133,109.0,0.0,False,True,
B0006,134,109.0,0.0,False,True,
B0006,135,109.0,0.0,False,True,
B0006,136,109.0,0.0,False,True,
B0006,137,109.0,0.0,False,True,
B0006,138,109.0,0.0,False,True,
B0006,139,109.0,0.0,False,True,
B0006,140,109.0,0.0,False,True,
B0006,141,109.0,0.0,False,True,
B0006,142,109.0,0.0,False,True,
B0006,143,109.0,0.0,False,True,
B0006,144,109.0,0.0,False,True,
B0006,145,109.0,0.0,False,True,
B0006,146,109.0,0.0,False,True,
B0006,147,109.0,0.0,False,True,
B0006,148,109.0,0.0,False,True,
B0006,149,109.0,0.0,False,True,
B0006,150,109.0,0.0,False,True,
B0006,151,109.0,0.0,False,True,
B0006,152,109.0,0.0,False,True,
B0006,153,109.0,0.0,False,True,
B0006,154,109.0,0.0,False,True,
B0006,155,109.0,0.0,False,True,
B0006,156,109.0,0.0,False,True,
B0006,157,109.0,0.0,False,True,
B0006,158,109.0,0.0,False,True,
B0006,159,109.0,0.0,False,True,
B0006,160,109.0,0.0,False,True,
B0006,161,109.0,0.0,False,True,
B0006,162,109.0,0.0,False,True,
B0006,163,109.0,0.0,False,True,
B0006,164,109.0,0.0,False,True,
B0006,165,109.0,0.0,False,True,
B0006,166,109.0,0.0,False,True,
B0006,167,109.0,0.0,False,True,
B0006,168,109.0,0.0,False,True,
B0007,1,,,True,False,167.0
B0007,2,,,True,False,166.0
B0007,3,,,True,False,165.0
B0007,4,,,True,False,164.0
B0007,5,,,True,False,163.0
B0007,6,,,True,False,162.0
B0007,7,,,True,False,161.0
B0007,8,,,True,False,160.0
B0007,9,,,True,False,159.0
B0007,10,,,True,False,158.0
B0007,11,,,True,False,157.0
B0007,12,,,True,False,156.0
B0007,13,,,True,False,155.0
B0007,14,,,True,False,154.0
B0007,15,,,True,False,153.0
B0007,16,,,True,False,152.0
B0007,17,,,True,False,151.0
B0007,18,,,True,False,150.0
B0007,19,,,True,False,149.0
B0007,20,,,True,False,148.0
B0007,21,,,True,False,147.0
B0007,22,,,True,False,146.0
B0007,23,,,True,False,145.0
B0007,24,,,True,False,144.0
B0007,25,,,True,False,143.0
B0007,26,,,True,False,142.0
B0007,27,,,True,False,141.0
B0007,28,,,True,False,140.0
B0007,29,,,True,False,139.0
B0007,30,,,True,False,138.0
B0007,31,,,True,False,137.0
B0007,32,,,True,False,136.0
B0007,33,,,True,False,135.0
B0007,34,,,True,False,134.0
B0007,35,,,True,False,133.0
B0007,36,,,True,False,132.0
B0007,37,,,True,False,131.0
B0007,38,,,True,False,130.0
B0007,39,,,True,False,129.0
B0007,40,,,True,False,128.0
B0007,41,,,True,False,127.0
B0007,42,,,True,False,126.0
B0007,43,,,True,False,125.0
B0007,44,,,True,False,124.0
B0007,45,,,True,False,123.0
B0007,46,,,True,False,122.0
B0007,47,,,True,False,121.0
B0007,48,,,True,False,120.0
B0007,49,,,True,False,119.0
B0007,50,,,True,False,118.0
B0007,51,,,True,False,117.0
B0007,52,,,True,False,116.0
B0007,53,,,True,False,115.0
B0007,54,,,True,False,114.0
B0007,55,,,True,False,113.0
B0007,56,,,True,False,112.0
B0007,57,,,True,False,111.0
B0007,58,,,True,False,110.0
B0007,59,,,True,False,109.0
B0007,60,,,True,False,108.0
B0007,61,,,True,False,107.0
B0007,62,,,True,False,106.0
B0007,63,,,True,False,105.0
B0007,64,,,True,False,104.0
B0007,65,,,True,False,103.0
B0007,66,,,True,False,102.0
B0007,67,,,True,False,101.0
B0007,68,,,True,False,100.0
B0007,69,,,True,False,99.0
B0007,70,,,True,False,98.0
B0007,71,,,True,False,97.0
B0007,72,,,True,False,96.0
B0007,73,,,True,False,95.0
B0007,74,,,True,False,94.0
B0007,75,,,True,False,93.0
B0007,76,,,True,False,92.0
B0007,77,,,True,False,91.0
B0007,78,,,True,False,90.0
B0007,79,,,True,False,89.0
B0007,80,,,True,False,88.0
B0007,81,,,True,False,87.0
B0007,82,,,True,False,86.0
B0007,83,,,True,False,85.0
B0007,84,,,True,False,84.0
B0007,85,,,True,False,83.0
B0007,86,,,True,False,82.0
B0007,87,,,True,False,81.0
B0007,88,,,True,False,80.0
B0007,89,,,True,False,79.0
B0007,90,,,True,False,78.0
B0007,91,,,True,False,77.0
B0007,92,,,True,False,76.0
B0007,93,,,True,False,75.0
B0007,94,,,True,False,74.0
B0007,95,,,True,False,73.0
B0007,96,,,True,False,72.0
B0007,97,,,True,False,71.0
B0007,98,,,True,False,70.0
B0007,99,,,True,False,69.0
B0007,100,,,True,False,68.0
B0007,101,,,True,False,67.0
B0007,102,,,True,False,66.0
B0007,103,,,True,False,65.0
B0007,104,,,True,False,64.0
B0007,105,,,True,False,63.0
B0007,106,,,True,False,62.0
B0007,107,,,True,False,61.0
B0007,108,,,True,False,60.0
B0007,109,,,True,False,59.0
B0007,110,,,True,False,58.0
B0007,111,,,True,False,57.0
B0007,112,,,True,False,56.0
B0007,113,,,True,False,55.0
B0007,114,,,True,False,54.0
B0007,115,,,True,False,53.0
B0007,116,,,True,False,52.0
B0007,117,,,True,False,51.0
B0007,118,,,True,False,50.0
B0007,119,,,True,False,49.0
B0007,120,,,True,False,48.0
B0007,121,,,True,False,47.0
B0007,122,,,True,False,46.0
B0007,123,,,True,False,45.0
B0007,124,,,True,False,44.0
B0007,125,,,True,False,43.0
B0007,126,,,True,False,42.0
B0007,127,,,True,False,41.0
B0007,128,,,True,False,40.0
B0007,129,,,True,False,39.0
B0007,130,,,True,False,38.0
B0007,131,,,True,False,37.0
B0007,132,,,True,False,36.0
B0007,133,,,True,False,35.0
B0007,134,,,True,False,34.0
B0007,135,,,True,False,33.0
B0007,136,,,True,False,32.0
B0007,137,,,True,False,31.0
B0007,138,,,True,False,30.0
B0007,139,,,True,False,29.0
B0007,140,,,True,False,28.0
B0007,141,,,True,False,27.0
B0007,142,,,True,False,26.0
B0007,143,,,True,False,25.0
B0007,144,,,True,False,24.0
B0007,145,,,True,False,23.0
B0007,146,,,True,False,22.0
B0007,147,,,True,False,21.0
B0007,148,,,True,False,20.0
B0007,149,,,True,False,19.0
B0007,150,,,True,False,18.0
B0007,151,,,True,False,17.0
B0007,152,,,True,False,16.0
B0007,153,,,True,False,15.0
B0007,154,,,True,False,14.0
B0007,155,,,True,False,13.0
B0007,156,,,True,False,12.0
B0007,157,,,True,False,11.0
B0007,158,,,True,False,10.0
B0007,159,,,True,False,9.0
B0007,160,,,True,False,8.0
B0007,161,,,True,False,7.0
B0007,162,,,True,False,6.0
B0007,163,,,True,False,5.0
B0007,164,,,True,False,4.0
B0007,165,,,True,False,3.0
B0007,166,,,True,False,2.0
B0007,167,,,True,False,1.0
B0007,168,,,True,False,0.0
B0018,1,97.0,96.0,False,False,
B0018,2,97.0,95.0,False,False,
B0018,3,97.0,94.0,False,False,
B0018,4,97.0,93.0,False,False,
B0018,5,97.0,92.0,False,False,
B0018,6,97.0,91.0,False,False,
B0018,7,97.0,90.0,False,False,
B0018,8,97.0,89.0,False,False,
B0018,9,97.0,88.0,False,False,
B0018,10,97.0,87.0,False,False,
B0018,11,97.0,86.0,False,False,
B0018,12,97.0,85.0,False,False,
B0018,13,97.0,84.0,False,False,
B0018,14,97.0,83.0,False,False,
B0018,15,97.0,82.0,False,False,
B0018,16,97.0,81.0,False,False,
B0018,17,97.0,80.0,False,False,
B0018,18,97.0,79.0,False,False,
B0018,19,97.0,78.0,False,False,
B0018,20,97.0,77.0,False,False,
B0018,21,97.0,76.0,False,False,
B0018,22,97.0,75.0,False,False,
B0018,23,97.0,74.0,False,False,
B0018,24,97.0,73.0,False,False,
B0018,25,97.0,72.0,False,False,
B0018,26,97.0,71.0,False,False,
B0018,27,97.0,70.0,False,False,
B0018,28,97.0,69.0,False,False,
B0018,29,97.0,68.0,False,False,
B0018,30,97.0,67.0,False,False,
B0018,31,97.0,66.0,False,False,
B0018,32,97.0,65.0,False,False,
B0018,33,97.0,64.0,False,False,
B0018,34,97.0,63.0,False,False,
B0018,35,97.0,62.0,False,False,
B0018,36,97.0,61.0,False,False,
B0018,37,97.0,60.0,False,False,
B0018,38,97.0,59.0,False,False,
B0018,39,97.0,58.0,False,False,
B0018,40,97.0,57.0,False,False,
B0018,41,97.0,56.0,False,False,
B0018,42,97.0,55.0,False,False,
B0018,43,97.0,54.0,False,False,
B0018,44,97.0,53.0,False,False,
B0018,45,97.0,52.0,False,False,
B0018,46,97.0,51.0,False,False,
B0018,47,97.0,50.0,False,False,
B0018,48,97.0,49.0,False,False,
B0018,49,97.0,48.0,False,False,
B0018,50,97.0,47.0,False,False,
B0018,51,97.0,46.0,False,False,
B0018,52,97.0,45.0,False,False,
B0018,53,97.0,44.0,False,False,
B0018,54,97.0,43.0,False,False,
B0018,55,97.0,42.0,False,False,
B0018,56,97.0,41.0,False,False,
B0018,57,97.0,40.0,False,False,
B0018,58,97.0,39.0,False,False,
B0018,59,97.0,38.0,False,False,
B0018,60,97.0,37.0,False,False,
B0018,61,97.0,36.0,False,False,
B0018,62,97.0,35.0,False,False,
B0018,63,97.0,34.0,False,False,
B0018,64,97.0,33.0,False,False,
B0018,65,97.0,32.0,False,False,
B0018,66,97.0,31.0,False,False,
B0018,67,97.0,30.0,False,False,
B0018,68,97.0,29.0,False,False,
B0018,69,97.0,28.0,False,False,
B0018,70,97.0,27.0,False,False,
B0018,71,97.0,26.0,False,False,
B0018,72,97.0,25.0,False,False,
B0018,73,97.0,24.0,False,False,
B0018,74,97.0,23.0,False,False,
B0018,75,97.0,22.0,False,False,
B0018,76,97.0,21.0,False,False,
B0018,77,97.0,20.0,False,False,
B0018,78,97.0,19.0,False,False,
B0018,79,97.0,18.0,False,False,
B0018,80,97.0,17.0,False,False,
B0018,81,97.0,16.0,False,False,
B0018,82,97.0,15.0,False,False,
B0018,83,97.0,14.0,False,False,
B0018,84,97.0,13.0,False,False,
B0018,85,97.0,12.0,False,False,
B0018,86,97.0,11.0,False,False,
B0018,87,97.0,10.0,False,False,
B0018,88,97.0,9.0,False,False,
B0018,89,97.0,8.0,False,False,
B0018,90,97.0,7.0,False,False,
B0018,91,97.0,6.0,False,False,
B0018,92,97.0,5.0,False,False,
B0018,93,97.0,4.0,False,False,
B0018,94,97.0,3.0,False,False,
B0018,95,97.0,2.0,False,False,
B0018,96,97.0,1.0,False,False,
B0018,97,97.0,0.0,False,False,
B0018,98,97.0,0.0,False,True,
B0018,99,97.0,0.0,False,True,
B0018,100,97.0,0.0,False,True,
B0018,101,97.0,0.0,False,True,
B0018,102,97.0,0.0,False,True,
B0018,103,97.0,0.0,False,True,
B0018,104,97.0,0.0,False,True,
B0018,105,97.0,0.0,False,True,
B0018,106,97.0,0.0,False,True,
B0018,107,97.0,0.0,False,True,
B0018,108,97.0,0.0,False,True,
B0018,109,97.0,0.0,False,True,
B0018,110,97.0,0.0,False,True,
B0018,111,97.0,0.0,False,True,
B0018,112,97.0,0.0,False,True,
B0018,113,97.0,0.0,False,True,
B0018,114,97.0,0.0,False,True,
B0018,115,97.0,0.0,False,True,
B0018,116,97.0,0.0,False,True,
B0018,117,97.0,0.0,False,True,
B0018,118,97.0,0.0,False,True,
B0018,119,97.0,0.0,False,True,
B0018,120,97.0,0.0,False,True,
B0018,121,97.0,0.0,False,True,
B0018,122,97.0,0.0,False,True,
B0018,123,97.0,0.0,False,True,
B0018,124,97.0,0.0,False,True,
B0018,125,97.0,0.0,False,True,
B0018,126,97.0,0.0,False,True,
B0018,127,97.0,0.0,False,True,
B0018,128,97.0,0.0,False,True,
B0018,129,97.0,0.0,False,True,
B0018,130,97.0,0.0,False,True,
B0018,131,97.0,0.0,False,True,
B0018,132,97.0,0.0,False,True,
